40,29,3,3,5,0,2,0,67,2,5,0
24,16,2,2,6,0,1,369,67,1,5,0
12,16,1,0,3,1,0,369,67,1,5,0
12,34,2,0,3,1,0,369,67,1,19,0
41,494,4,3,5,0,0,0,0,0,17,1
40,848,4,3,5,0,2,0,67,2,31,0
12,34,1,1,3,1,0,369,67,1,19,0
12,146,1,1,3,1,0,369,67,1,17,0
40,216,4,3,5,0,2,0,67,2,13,0
40,34,6,3,5,0,2,0,67,2,19,0
12,16,3,1,3,1,0,369,67,1,5,0
11,16,13,1,1,1,1,369,67,1,5,0
15,29,1,2,6,0,1,369,67,1,5,0
40,494,9,3,5,0,2,0,67,2,17,1
24,135,2,2,6,0,1,369,67,1,11,0
4,1,12,2,6,0,1,0,67,2,5,0
11,21,1,1,1,1,1,369,67,1,21,0
11,111,1,1,1,1,1,369,67,1,23,0
45,16,3,6,4,1,0,1020,227,9,5,0
16,263,1,3,5,0,1,369,67,2,24,0
16,29,70,3,5,0,0,369,67,2,5,0
16,111,40,3,5,0,0,369,67,2,23,0
11,16,1,2,1,1,1,369,67,1,5,0
45,16,10,0,4,1,0,1020,227,9,5,0
11,16,1,2,1,1,2,369,67,1,5,0
17,510,14,3,4,1,1,0,67,2,27,0
11,29,1,2,1,1,2,369,67,1,5,0
16,16,2,3,5,0,0,369,67,2,5,0
11,135,7,2,1,1,2,369,67,1,11,0
16,34,4,3,5,0,0,369,67,2,19,0
45,29,4,0,4,1,0,1020,227,9,5,0
11,135,2,2,1,1,0,369,67,1,11,0
40,556,2,3,5,0,2,0,67,2,5,0
40,381,4,3,5,0,2,0,67,2,5,0
11,135,1,3,1,1,2,369,67,1,11,0
11,16,1,3,1,1,2,369,67,1,5,0
11,135,8,3,1,1,0,369,67,1,11,0
17,34,9,3,4,1,1,0,67,2,19,0
17,1,8,3,4,1,1,0,67,2,5,0
45,16,9,1,4,1,0,1020,227,9,5,0
11,147,3,3,1,1,0,369,67,1,22,0
45,1,1,1,4,1,0,1020,227,9,5,0
45,29,22,1,4,1,0,1020,227,9,5,0
11,147,11,3,1,1,1,369,67,1,22,0
4,29,8,2,6,0,1,0,67,2,5,0
168,3670,4,4,1,1,0,0,0,0,26,0
40,280,0,3,5,0,2,0,67,2,7,0
40,146,0,3,5,0,2,0,67,2,17,0
168,422,6,4,1,1,0,0,0,0,19,0
40,441,0,3,5,0,2,0,67,2,17,1
4,16,1,2,6,0,1,0,67,2,5,0
40,130,0,3,5,0,2,0,67,2,21,0
158,34,1,4,1,1,0,401,77,2,19,0
40,510,0,3,5,0,2,0,67,2,27,0
40,398,0,3,5,0,2,0,67,2,17,0
40,483,0,3,5,0,2,0,67,2,21,0
45,34,1,1,4,1,0,1020,227,9,19,0
40,98,0,3,5,0,2,0,67,2,5,0
40,247,0,3,5,0,2,0,67,2,21,0
40,56,0,3,5,0,2,0,67,2,21,0
40,21,0,3,5,0,2,0,67,2,21,0
17,1,2,4,4,0,1,0,67,2,5,0
40,428,0,3,5,0,2,0,67,2,17,1
40,229,0,3,5,0,2,0,67,2,21,0
40,485,0,3,5,0,2,0,67,2,17,0
11,73,10,3,1,1,1,369,67,1,17,0
40,86,0,3,5,0,2,0,67,2,21,0
17,1,6,5,4,0,1,0,67,2,5,0
40,107,0,3,5,0,2,0,67,2,7,0
40,431,0,3,5,0,2,0,67,2,17,1
40,133,0,3,5,0,2,0,67,2,17,0
40,467,0,3,5,0,2,0,67,2,17,1
126,2962,5,5,1,1,0,0,180,1,8,0
40,211,0,3,5,0,2,0,67,2,21,0
40,491,1,3,5,0,2,0,67,2,21,0
45,884,1,1,4,1,0,1020,227,9,27,0
11,16,14,3,1,1,1,369,67,1,5,0
45,286,1,1,4,1,0,1020,227,9,27,0
24,435,2,2,6,0,1,369,67,1,21,1
248,2562,1,5,3,1,0,400,77,1,15,1
4,1,1,3,5,0,0,0,67,2,5,0
4,1,1,3,5,0,1,0,67,2,5,0
17,118,2,1,5,0,1,0,67,2,17,0
248,1258,19,5,3,1,0,400,77,1,14,1
271,58,1,4,1,1,0,0,102,2,15,0
4,29,5,3,5,0,1,0,67,2,5,0
4,48,8,2,6,0,0,0,67,2,19,0
72,61,1,4,1,1,2,0,77,2,18,0
17,34,1,1,5,0,1,0,67,2,19,0
72,61,4,4,1,1,1,0,77,2,18,0
17,1,38,1,5,0,1,0,67,2,5,0
91,1516,2,4,1,1,1,0,77,2,29,0
619,3003,9,2,5,0,1,333,58,2,14,1
131,1242,4,5,1,1,0,0,205,3,5,0
40,493,1,4,5,0,0,0,67,2,21,0
4,29,2,4,5,0,1,0,67,2,5,0
4,48,4,2,6,0,1,0,67,2,19,0
11,43,2,3,1,1,1,369,67,1,17,0
6,44,1,3,5,0,0,369,67,2,18,0
17,16,1,2,6,0,0,0,67,2,5,0
408,60,1,0,5,0,0,1030,227,2,15,0
6,44,5,4,5,0,0,369,67,2,18,0
487,222,2,6,5,0,0,1052,227,2,5,0
45,135,6,1,4,1,0,1020,227,9,11,0
206,60,5,5,6,0,0,0,227,9,15,0
125,48,5,2,5,0,0,401,77,2,19,0
40,493,1,4,5,0,2,0,67,2,21,0
11,16,7,4,1,1,1,369,67,1,5,0
386,2286,4,5,5,0,0,251,91,2,29,0
6,110,2,4,5,0,0,369,67,2,21,0
17,510,4,1,5,0,1,0,67,2,27,0
583,930,1,5,5,0,2,0,16,2,27,0
206,110,6,5,6,0,0,0,227,9,21,0
583,16,1,5,5,0,2,0,16,2,5,0
40,29,3,4,5,0,2,0,67,2,5,0
24,435,2,2,6,0,1,369,67,2,21,1
119,29,1,1,5,0,0,56,33,2,5,0
11,29,4,4,1,1,1,369,67,1,5,0
19,356,10,3,6,0,0,661,130,9,21,0
119,1308,1,1,5,0,0,56,33,2,19,0
40,494,4,4,5,0,2,0,67,2,17,1
19,34,10,3,6,0,0,661,130,9,19,0
16,34,1,4,5,0,0,369,67,2,19,0
185,2284,2,1,5,0,0,93,33,2,8,0
4,110,1,4,5,0,1,0,67,2,21,0
19,356,9,3,5,0,0,661,130,1,21,0
4,29,1,4,5,0,0,0,67,2,5,0
12,29,7,1,5,0,0,369,67,2,5,0
16,19,1,2,6,0,0,369,67,2,5,0
478,58,2,1,0,1,0,0,227,9,15,0
349,56,1,1,0,1,0,0,227,3,21,0
17,1,23,3,6,0,0,0,67,2,5,0
85,319,4,3,0,1,0,0,0,0,18,0
206,2553,1,5,6,0,0,0,227,9,20,0
391,7756,30,6,4,1,1,24,16,2,21,1
12,29,12,2,5,0,0,369,67,2,5,0
85,104,6,3,0,1,0,0,0,0,5,0
11,16,13,5,1,1,1,369,67,1,5,0
710,60,1,2,0,1,0,22,9,2,15,0
126,16,4,3,5,0,0,0,180,1,5,0
11,29,31,5,1,1,1,369,67,1,5,0
206,1302,1,5,6,0,0,0,227,9,18,0
408,1170,2,0,5,0,0,1030,227,2,14,1
102,585,2,3,0,1,0,402,77,1,8,0
12,143,1,2,5,0,0,369,67,2,24,0
16,16,1,3,0,1,1,369,67,2,5,0
206,16,1,6,0,1,0,0,227,9,5,0
391,1242,1,6,4,1,1,24,16,2,5,0
16,34,1,3,0,1,1,369,67,2,19,0
14,110,4,1,6,0,1,369,67,2,21,0
391,16,4,6,4,1,1,24,16,2,5,0
630,6471,5,6,5,0,1,1026,227,1,15,0
155,61,23,4,1,1,0,0,77,2,18,0
16,9,1,3,0,1,1,369,67,2,5,0
12,34,2,2,5,0,0,369,67,2,19,0
408,60,2,1,0,1,0,1030,227,1,15,0
494,1488,1,0,5,0,0,0,227,2,13,0
506,48,2,3,1,1,0,0,0,0,19,0
14,16,3,1,6,0,1,369,67,2,5,0
11,43,27,5,1,1,1,369,67,1,17,0
586,614,1,1,1,1,0,0,227,3,11,0
12,34,4,3,5,0,0,369,67,2,19,0
95,1652,8,3,0,1,1,0,77,2,3,0
45,43,2,1,4,1,0,1020,227,9,17,0
472,4338,2,1,1,1,0,0,227,2,24,1
14,16,1,1,6,0,0,369,67,2,5,0
655,34,3,3,0,1,0,147,40,1,19,0
14,375,4,1,6,0,0,369,67,2,14,0
98,986,1,3,0,1,0,392,77,1,15,0
98,34,18,3,0,1,0,392,77,1,19,0
45,43,1,2,4,1,0,1020,227,9,17,0
17,110,1,1,5,0,1,0,67,2,21,0
295,453,5,1,0,1,1,1041,227,1,13,0
472,375,17,1,1,1,0,0,227,2,14,0
12,29,9,3,5,0,0,369,67,2,5,0
45,1,2,2,4,1,0,1020,227,9,5,0
17,510,5,2,5,0,1,0,67,2,27,0
17,16,1,3,6,0,0,0,67,2,5,0
14,375,4,2,6,0,0,369,67,2,14,0
511,1224,14,3,1,1,0,341,58,1,14,0
346,1,13,1,0,1,0,0,0,0,5,0
650,1198,3,2,5,0,0,0,77,2,9,0
650,129,0,2,5,0,0,0,77,2,19,0
472,1686,3,1,1,1,0,0,227,2,5,0
650,353,0,2,5,0,0,0,77,2,27,0
650,60,0,2,5,0,0,0,77,2,15,0
763,1242,3,1,1,1,0,0,227,1,5,0
650,207,0,2,5,0,0,0,77,2,9,0
45,29,7,2,4,1,0,1020,227,9,5,0
17,34,8,3,6,0,0,0,67,2,19,0
650,358,0,2,5,0,0,0,77,2,27,0
763,2182,9,1,1,1,0,0,227,1,29,0
650,144,0,2,5,0,0,0,77,2,14,0
14,375,10,3,6,0,0,369,67,2,14,0
579,8812,5,1,0,1,0,1008,227,2,14,0
498,1216,2,2,5,0,0,0,162,1,11,0
17,1,1,2,5,0,1,0,67,2,5,0
277,29,15,4,0,1,1,454,106,2,5,0
17,16,3,2,5,0,1,0,67,2,5,0
498,396,1,2,5,0,0,0,162,1,21,0
74,16,4,6,1,1,0,0,0,0,5,0
17,110,1,2,5,0,1,0,67,2,21,0
45,16,9,2,4,1,0,1020,227,9,5,0
74,16,1,0,1,1,0,0,0,0,5,0
498,29,2,2,5,0,0,0,162,1,5,0
74,16,3,1,1,1,0,0,0,0,5,0
40,29,3,3,0,1,2,0,67,2,5,0
151,494,1,1,3,1,0,0,0,0,17,1
74,3670,0,1,1,1,0,0,0,0,26,0
151,110,1,1,3,1,0,0,0,0,21,0
74,678,0,1,1,1,0,0,0,0,21,0
12,29,8,4,5,0,0,369,67,2,5,0
151,1357,1,1,3,1,0,0,0,0,23,0
74,105,0,1,1,1,0,0,0,0,19,0
40,848,5,3,0,1,2,0,67,2,31,0
74,756,0,1,1,1,0,0,0,0,5,0
151,494,1,2,3,1,0,0,0,0,17,1
186,2697,6,3,5,0,0,454,106,1,13,0
151,34,1,2,3,1,0,0,0,0,19,0
74,29,3,2,1,1,0,0,0,0,5,0
151,110,4,2,3,1,0,0,0,0,21,0
14,375,5,3,6,0,1,369,67,2,14,0
74,16,6,2,1,1,0,0,0,0,5,0
85,16,3,1,4,1,0,400,77,2,5,0
38,746,2,3,5,0,1,147,40,2,14,0
151,1083,1,2,3,1,0,0,0,0,5,0
151,585,1,2,3,1,0,0,0,0,8,0
929,60,1,2,3,1,0,0,0,0,15,0
284,29,2,2,5,0,0,401,77,2,5,0
74,372,1,2,1,1,0,0,0,0,14,0
66,16,21,2,3,1,0,0,0,0,5,0
4,29,6,3,6,0,1,0,67,2,5,0
460,34,3,2,4,1,0,0,0,0,19,0
284,1216,1,2,5,0,0,401,77,2,11,0
38,756,4,3,5,0,1,147,40,2,5,0
27,494,45,5,2,1,0,369,67,2,17,1
391,7756,1,0,4,1,1,24,16,2,21,1
156,51,1,3,0,1,0,369,67,2,21,0
74,16,9,3,1,1,0,0,0,0,5,0
284,60,2,2,5,0,0,401,77,2,15,0
917,48,11,6,3,1,0,0,0,0,19,0
391,60,1,0,4,1,1,24,16,2,15,0
460,34,10,3,4,1,0,0,0,0,19,0
156,458,1,3,0,1,0,369,67,2,5,1
832,1,2,6,4,1,0,0,0,0,5,0
145,34,5,5,3,1,0,0,77,2,19,0
14,375,1,4,6,0,1,369,67,2,14,0
462,453,2,1,0,1,2,0,227,2,13,0
889,60,10,2,4,1,0,390,77,3,15,0
38,16,1,3,5,0,0,147,40,2,5,0
4,48,4,3,6,0,1,0,67,2,19,0
45,48,8,2,4,1,0,1020,227,9,19,0
74,1242,0,3,1,1,0,0,0,0,5,0
74,144,0,3,1,1,0,0,0,0,14,0
74,249,0,3,1,1,0,0,0,0,19,0
145,34,3,3,0,1,0,0,77,2,19,0
77,60,1,2,4,1,0,328,58,2,15,0
38,746,2,3,5,0,0,147,40,2,14,0
547,1224,10,1,5,0,0,0,39,1,14,0
74,661,0,3,1,1,0,0,0,0,5,0
511,1224,9,4,1,1,0,341,58,1,14,0
67,1516,1,2,3,1,0,0,77,2,29,0
38,714,2,3,5,0,0,147,40,2,21,0
74,2843,0,3,1,1,0,0,0,0,5,0
342,169,3,6,4,1,0,0,227,1,11,0
74,678,0,3,1,1,0,0,0,0,21,0
145,1516,33,5,3,1,0,0,77,2,29,0
74,1482,0,3,1,1,0,0,0,0,19,0
14,179,1,2,3,1,2,369,67,2,3,0
101,111,2,1,5,0,0,0,77,6,23,0
74,415,0,3,1,1,0,0,0,0,26,0
460,4387,3,5,4,0,0,0,0,0,21,0
74,1485,0,3,1,1,0,0,0,0,14,0
460,34,18,5,4,0,0,0,0,0,19,0
74,1224,0,3,1,1,0,0,0,0,14,0
145,304,3,3,0,1,0,0,77,2,27,0
38,94,3,3,5,0,0,147,40,2,7,0
127,16,1,2,3,1,1,401,77,6,5,0
488,16,4,3,0,1,0,369,67,2,5,0
74,500,0,3,1,1,0,0,0,0,9,0
4,1,37,3,6,0,1,0,67,2,5,0
74,15,0,3,1,1,0,0,0,0,9,0
717,60,1,6,3,1,1,1052,227,2,15,0
507,58,1,2,3,1,0,0,0,0,15,0
74,129,0,3,1,1,0,0,0,0,19,0
592,8609,1,6,3,1,0,0,0,0,26,0
460,4387,3,1,5,0,0,0,0,0,21,0
639,1,1,2,4,1,0,0,107,5,5,0
74,2041,0,3,1,1,0,0,0,0,19,0
592,4471,1,6,3,1,0,0,0,0,5,0
38,16,1,4,5,0,0,147,40,2,5,0
460,34,9,1,5,0,0,0,0,0,19,0
74,375,0,3,1,1,0,0,0,0,14,0
592,1780,1,6,3,1,0,0,0,0,17,0
310,436,6,6,5,0,0,0,227,2,5,0
74,2054,0,3,1,1,0,0,0,0,19,0
38,40,5,4,5,0,0,147,40,2,14,0
592,825,2,6,3,1,0,0,0,0,2,0
74,946,0,3,1,1,0,0,0,0,19,0
460,34,15,2,5,0,0,0,0,0,19,0
74,2055,0,3,1,1,0,0,0,0,19,0
74,126,0,3,1,1,0,0,0,0,19,0
210,3070,11,1,0,1,0,0,227,1,26,0
74,170,0,3,1,1,0,0,0,0,19,0
610,221,5,1,6,0,0,1003,227,3,14,0
784,375,3,3,3,1,0,0,85,2,14,0
74,105,0,3,1,1,0,0,0,0,19,0
74,100,0,3,1,1,0,0,0,0,19,0
52,494,3,2,3,1,2,373,67,6,17,1
14,104,0,4,6,0,1,369,67,2,5,0
38,645,2,4,5,0,0,147,40,2,17,0
74,689,0,3,1,1,0,0,0,0,5,0
780,16,13,0,3,1,0,0,0,0,5,0
14,443,0,4,6,0,1,369,67,2,5,0
74,207,0,3,1,1,0,0,0,0,9,0
14,1083,0,4,6,0,1,369,67,2,5,0
74,1898,0,3,1,1,0,0,0,0,19,0
645,10750,5,2,4,1,0,369,67,2,12,0
14,98,0,4,6,0,1,369,67,2,5,0
45,34,4,2,4,1,0,1020,227,9,19,0
74,756,0,3,1,1,0,0,0,0,5,0
14,1518,0,4,6,0,1,369,67,2,5,0
14,16,7,2,4,1,2,369,67,2,5,0
14,3670,0,4,6,0,1,369,67,2,26,0
74,1744,6,3,1,1,0,0,0,0,26,0
14,3021,0,4,6,0,1,369,67,2,5,0
370,54,5,0,5,0,0,1009,227,2,16,0
488,29,13,2,3,1,0,369,67,2,5,0
14,1363,0,4,6,0,1,369,67,2,5,0
14,2463,0,4,6,0,1,369,67,2,5,0
415,27,2,5,3,1,0,31,16,2,19,0
38,16,1,4,5,0,1,147,40,2,5,0
155,691,1,4,1,1,0,0,77,2,8,0
14,695,0,4,6,0,1,369,67,2,5,0
511,1224,43,5,1,1,0,341,58,1,14,0
763,2182,4,1,0,1,0,0,227,2,29,0
954,494,14,5,4,0,0,30,16,1,17,1
27,494,1,6,3,1,0,369,67,2,17,1
14,112,0,4,6,0,1,369,67,2,5,0
74,1757,6,3,1,1,0,0,0,0,26,0
211,704,4,2,1,1,0,0,227,2,17,0
14,138,0,4,6,0,1,369,67,2,5,0
347,16,1,3,0,1,1,454,106,1,5,0
45,884,1,2,4,1,0,1020,227,9,27,0
14,343,0,4,6,0,1,369,67,2,5,0
61,580,1,2,3,1,0,0,77,2,14,0
763,1242,1,1,0,1,0,0,227,2,5,0
14,3544,0,4,6,0,1,369,67,2,5,0
347,110,1,3,0,1,1,454,106,1,21,0
14,283,0,4,6,0,1,369,67,2,26,0
667,904,1,1,1,1,0,0,0,0,24,0
852,37,9,6,4,1,1,1023,227,1,2,0
801,1,5,0,0,1,0,0,166,1,5,0
14,9,0,4,6,0,1,369,67,2,5,0
61,61,1,2,3,1,0,0,77,2,18,0
347,29,11,3,0,1,1,454,106,1,5,0
11,65,2,5,1,1,1,369,67,1,5,0
14,1529,0,4,6,0,1,369,67,2,5,0
370,7458,1,0,5,0,0,0,0,0,27,0
460,34,3,3,5,0,0,0,0,0,19,0
14,422,0,4,6,0,1,369,67,2,19,0
797,9504,1,4,0,1,0,0,227,9,26,0
42,34,9,5,5,0,0,369,67,2,19,0
14,1744,0,4,6,0,1,369,67,2,26,0
172,29,2,2,3,1,0,369,67,2,5,0
14,406,0,4,6,0,1,369,67,2,5,0
797,2373,2,1,1,1,0,0,227,2,21,0
14,4069,0,4,6,0,1,369,67,2,5,0
135,422,1,3,0,1,1,401,77,1,19,0
652,60,2,2,3,1,0,787,163,1,15,0
31,34,1,3,1,1,2,369,67,3,19,0
782,1,6,3,1,1,0,0,227,2,5,0
14,189,1,4,6,0,1,369,67,2,24,0
310,3064,13,1,0,1,0,0,227,1,29,0
14,375,2,5,6,0,1,369,67,2,14,0
270,34,5,1,1,1,1,133,39,2,19,0
211,1242,2,2,1,1,0,0,227,2,5,0
343,58,2,5,3,1,0,928,191,2,15,0
45,110,2,2,4,1,0,1020,227,9,21,0
619,29,90,2,5,0,1,333,58,2,5,0
27,483,4,0,3,1,0,369,67,2,21,0
191,4155,91,5,2,1,0,0,227,1,19,0
170,16,56,2,4,1,0,369,67,2,5,0
801,78,1,0,0,1,0,0,166,1,15,1
540,1095,5,3,1,1,0,393,77,1,27,0
145,90,1,5,3,1,0,0,77,2,17,0
343,29,1,5,3,1,0,928,191,2,5,0
191,1898,1,5,2,1,0,0,227,1,19,0
11,34,3,5,1,1,1,369,67,1,19,0
14,375,3,0,0,1,1,369,67,2,14,0
310,16,1,1,0,1,0,0,227,1,5,0
211,19,4,2,1,1,0,0,227,2,5,0
334,29,6,3,1,1,0,454,106,2,5,0
191,271,3,5,2,1,0,0,227,1,10,0
816,216,5,0,4,1,0,134,39,2,13,0
369,19,2,3,3,1,0,1080,239,2,5,0
374,1,9,0,5,0,0,1012,227,2,5,0
176,29,1,5,3,1,0,401,77,6,5,0
230,135,1,2,1,1,0,1010,227,2,11,0
900,135,6,3,6,0,1,135,39,2,11,0
547,221,1,6,3,1,1,0,39,1,14,0
471,73,7,1,0,1,0,0,39,2,17,0
61,65,3,3,1,1,0,0,77,2,5,0
230,7075,3,2,1,1,0,1010,227,2,21,0
772,2850,1,3,4,1,0,0,70,2,17,0
732,1505,3,3,5,0,2,386,73,2,27,1
547,986,2,6,3,1,1,0,39,1,15,0
439,1779,6,4,3,1,0,556,99,1,14,0
176,34,9,5,3,1,0,401,77,6,19,0
145,34,1,3,1,1,0,0,77,3,19,0
488,16,6,2,4,1,0,369,67,2,5,0
806,60,5,2,6,0,0,0,227,1,15,0
597,494,4,5,1,1,0,0,0,0,17,1
347,7057,1,3,0,1,1,454,106,1,28,0
307,4890,4,6,6,0,1,0,16,1,19,0
45,16,3,3,4,1,0,1020,227,9,5,0
597,34,4,5,1,1,0,0,0,0,19,0
306,60,1,6,4,1,0,133,39,2,15,0
955,3935,1,5,2,1,0,0,227,1,19,0
782,1,17,4,1,1,0,0,227,2,5,0
270,62,1,2,1,1,1,133,39,2,13,0
347,7057,2,4,0,1,1,454,106,1,28,0
739,2,10,1,5,0,0,1033,227,1,14,0
306,60,11,0,4,1,0,133,39,2,15,0
45,884,4,3,4,1,0,1020,227,9,27,0
72,1674,13,2,3,1,0,0,77,6,26,0
732,111,3,3,5,0,2,386,73,2,23,0
486,24,6,5,2,1,0,356,64,7,11,0
765,6334,1,1,5,0,1,129,39,3,28,0
618,693,1,3,1,1,0,343,58,2,22,0
254,4882,1,1,1,1,0,0,227,0,7,0
168,4455,1,2,5,0,0,0,0,0,27,0
158,110,1,1,4,1,0,401,77,3,21,0
16,34,4,3,6,0,0,369,67,2,19,0
638,986,1,0,1,1,0,1002,227,2,15,0
11,32,6,5,1,1,1,369,67,1,5,0
347,29,11,5,0,1,1,454,106,1,5,0
739,1,12,3,6,0,0,1033,227,1,5,0
254,4882,4,1,1,1,0,0,227,2,7,0
158,60,2,2,4,1,0,401,77,3,15,0
45,29,10,3,4,1,0,1020,227,9,5,0
822,1170,7,1,1,1,0,1045,227,1,14,1
732,111,1,4,5,0,2,386,73,2,23,0
782,16,1,4,1,1,0,0,227,2,5,0
188,141,8,2,5,0,0,402,77,1,26,0
732,820,6,4,5,0,2,386,73,2,2,0
133,3050,2,1,0,1,2,0,39,2,14,0
16,29,153,3,6,0,0,369,67,2,5,0
229,1920,1,3,5,0,0,0,58,3,15,0
100,34,13,2,3,1,0,390,77,6,19,0
338,29,2,2,4,1,0,373,67,2,5,0
506,48,1,3,1,1,0,0,96,1,19,0
528,27,2,6,5,0,0,0,39,7,19,0
2,110,6,3,0,1,2,369,67,2,21,0
45,286,21,3,4,1,0,1020,227,9,27,0
880,1,8,0,5,0,0,712,140,1,5,0
367,494,1,3,1,1,0,369,67,3,17,1
255,27,1,2,1,1,0,1008,227,6,19,0
528,1032,1,6,5,0,0,0,39,7,24,0
973,29,12,5,2,1,0,454,106,1,5,0
347,110,1,5,0,1,1,454,106,1,21,0
111,29,2,5,1,1,2,369,67,2,5,0
370,110,3,1,1,1,0,1009,227,2,21,0
347,34,6,4,2,1,0,401,77,2,19,0
801,16,11,3,3,1,0,0,166,2,5,0
16,9,1,3,6,0,0,369,67,2,5,0
347,135,1,5,0,1,1,454,106,1,11,0
662,986,13,5,6,0,0,0,144,1,15,0
637,375,1,1,4,1,0,0,0,0,14,0
732,820,3,5,5,0,2,386,73,2,2,0
15,29,3,3,6,0,1,369,67,2,5,0
244,5288,7,1,1,1,0,993,227,1,17,1
307,29,1,5,4,0,0,0,16,2,5,0
528,2,1,6,5,0,0,0,39,7,14,0
657,60,1,5,5,0,0,813,172,2,15,0
573,2286,11,5,3,1,1,30,16,1,29,0
766,19,2,2,4,1,0,410,85,2,5,0
756,68,5,3,5,0,0,0,110,1,5,0
684,469,2,2,6,0,0,1038,227,2,14,0
369,29,4,1,4,1,1,1080,239,6,5,0
38,16,2,5,2,1,2,147,40,7,5,0
1010,60,4,5,3,1,1,0,227,2,15,0
657,1170,11,5,5,0,0,813,172,2,14,1
528,126,11,6,5,0,0,0,39,7,19,0
347,7057,3,5,0,1,1,454,106,1,28,0
67,34,2,1,4,1,0,0,77,2,19,0
1010,1342,1,3,2,1,1,0,227,2,18,0
191,4155,3,1,1,1,1,0,227,1,19,0
732,1092,7,5,5,0,2,386,73,2,14,0
524,375,15,1,0,1,0,0,227,2,14,0
168,1516,1,4,1,1,0,0,0,0,29,0
347,19,10,5,0,1,1,454,106,1,5,0
1010,1170,13,6,4,1,1,0,227,1,14,1
503,68,1,1,1,1,0,1038,227,1,5,0
732,820,1,5,2,1,2,386,73,2,2,0
756,29,4,5,0,1,1,0,110,2,5,0
491,1104,2,5,4,0,0,31,16,2,17,0
348,29,1,5,1,1,0,1087,239,1,5,0
684,469,7,3,6,0,0,1038,227,2,14,0
47,21,4,2,4,1,1,0,67,6,21,0
263,16,1,2,5,0,0,401,77,2,5,0
185,34,1,2,1,1,0,93,33,2,19,0
322,60,26,2,2,1,0,1023,227,1,15,0
115,1242,1,1,4,1,0,401,77,6,5,0
773,882,1,1,4,1,0,0,0,0,17,0
1010,1362,1,5,3,1,1,0,227,2,19,1
773,16,10,2,4,1,0,0,0,0,5,0
684,16,1,3,6,0,0,1038,227,2,5,0
348,5033,1,5,1,1,0,1087,239,1,15,0
994,94,2,5,2,1,0,0,227,2,7,0
185,1083,1,2,1,1,0,93,33,2,5,0
61,110,1,2,5,0,0,0,77,6,21,0
444,60,3,2,3,1,0,369,67,2,15,0
521,265,5,4,2,1,0,0,0,0,23,0
27,494,3,1,3,1,0,369,67,2,17,1
158,48,4,4,1,1,0,401,77,2,19,0
11,16,1,1,2,1,1,369,67,1,5,0
782,110,1,4,1,1,0,0,227,2,21,0
756,1,14,5,0,1,1,0,110,2,5,0
449,2812,1,5,3,1,2,0,16,1,19,0
263,5562,1,1,4,1,0,401,77,6,14,0
929,60,4,1,4,1,0,0,0,0,15,0
61,1,1,2,5,0,0,0,77,6,5,0
11,29,4,1,2,1,1,369,67,1,5,0
1159,135,13,5,3,1,0,133,39,2,11,0
836,835,1,2,1,1,0,1018,227,2,13,0
488,29,6,3,5,0,1,369,67,2,5,0
994,110,3,5,2,1,0,0,227,2,21,0
660,436,3,5,5,0,0,928,191,2,5,0
