"","userID","itemID","rating","age","time","daytype","season","weather","social","endEmo","dominantEmo","mood","Count"
"196",21,66,3,28,2,2,3,5,1,7,2,2,143
"197",50,131,5,26,3,2,3,5,2,1,2,1,102
"211",55,156,4,28,4,2,3,1,1,2,1,2,275
"217",57,54,2,28,4,2,3,5,3,4,4,3,5
"219",26,146,3,28,3,2,3,5,2,2,7,2,101
"225",61,161,5,28,2,1,3,1,1,2,2,1,83
"227",21,162,4,28,3,1,3,5,1,2,2,2,143
"229",26,141,5,28,3,1,3,5,2,2,7,1,101
"231",26,47,3,28,2,2,3,2,1,7,7,2,101
"242",35,101,2,30,2,1,3,5,1,5,6,1,95
"243",56,167,4,28,4,1,3,5,1,7,7,2,6
"245",63,168,3,30,4,2,3,1,2,2,7,3,4
"254",31,138,4,30,2,2,3,2,1,3,3,1,154
"270",31,185,4,30,2,1,3,5,4,2,1,1,154
"271",21,184,2,28,3,1,3,5,2,7,7,1,143
"275",43,188,3,25,3,1,3,1,1,7,7,1,28
"278",55,191,5,28,4,1,3,2,1,7,6,2,275
"279",55,192,4,28,4,1,3,2,1,7,7,2,275
"284",50,196,5,26,3,1,3,2,2,2,2,1,102
"285",60,136,3,28,3,1,3,2,2,7,2,2,26
"286",60,86,4,28,2,1,3,2,3,2,2,2,26
"295",75,205,3,63,3,2,3,5,1,7,7,2,64
"296",75,206,5,63,1,2,3,1,1,2,4,1,64
"299",75,209,4,63,4,2,3,5,1,2,2,1,64
"304",50,38,5,26,2,2,3,1,6,2,2,1,102
"306",31,211,4,30,4,2,3,5,1,2,2,1,154
"322",28,224,3,26,3,1,3,1,2,7,7,1,37
"323",35,225,4,30,3,1,3,5,1,2,2,1,95
"329",15,229,2,30,3,1,3,1,2,6,6,2,168
"330",21,230,5,28,4,1,3,1,1,2,5,1,143
"338",83,236,5,21,3,2,4,5,1,2,6,1,1
"339",15,237,5,30,2,1,3,1,2,2,2,1,168
"340",15,166,4,30,3,1,3,1,2,2,2,1,168
"342",85,111,5,30,2,2,2,1,1,2,2,1,2
"347",35,240,4,30,4,3,3,2,6,4,7,1,95
"348",43,241,5,25,3,3,3,5,1,4,7,1,28
"350",59,47,4,27,4,3,3,1,1,7,7,3,17
"354",86,245,5,22,3,3,3,1,1,7,7,2,8
"362",31,109,4,30,2,3,3,1,1,2,2,1,154
"366",25,255,4,27,3,3,3,1,2,2,2,1,94
"375",21,3509,2,28,4,2,3,5,1,7,7,2,143
"384",15,3515,4,30,2,2,3,5,2,2,2,2,168
"388",31,3518,4,30,3,2,3,5,1,2,2,1,154
"391",35,47,5,30,4,2,3,2,1,2,2,2,95
"392",89,65,2,28,4,2,3,1,3,2,2,1,16
"400",33,3508,4,26,3,2,3,5,2,7,2,1,86
"403",93,3526,5,20,2,3,2,1,3,2,2,1,1
"404",55,2021,4,28,2,1,3,4,1,2,7,2,275
"406",96,2628,5,15,3,1,3,2,7,2,2,1,30
"412",96,61,3,15,4,2,2,2,3,7,4,2,30
"419",96,18,4,15,3,2,2,5,3,7,7,1,30
"424",96,13,5,15,3,2,3,3,3,2,7,1,30
"428",43,3535,4,25,2,1,3,5,1,4,7,1,28
"431",96,3538,3,15,2,2,2,3,1,2,2,2,30
"434",96,3540,4,15,3,2,2,5,3,2,7,2,30
"437",96,3542,3,15,2,2,2,1,1,7,7,2,30
"446",55,3547,5,28,1,1,3,5,1,2,1,2,275
"452",56,68,5,28,3,2,3,1,2,2,2,1,6
"454",21,3551,3,28,4,2,3,1,1,1,7,1,143
"465",31,3557,2,30,3,1,3,1,4,6,6,2,154
"466",28,3524,3,26,3,1,2,1,2,7,4,1,37
"485",37,3572,4,26,3,2,3,2,3,2,2,2,16
"488",37,3575,3,26,3,1,3,5,6,7,7,2,16
"491",37,3578,3,26,2,1,3,2,6,7,2,2,16
"493",55,3579,4,28,2,2,3,5,2,7,4,2,275
"496",21,3582,3,28,2,2,3,2,1,7,7,1,143
"511",23,3592,4,33,3,2,3,2,3,7,7,1,7
"513",55,3187,4,28,3,2,3,5,1,2,1,2,275
"515",55,3594,3,28,2,2,3,2,1,7,7,2,275
"521",42,86,4,28,3,1,3,2,2,2,2,1,36
"523",104,3598,3,26,3,1,3,5,2,2,2,1,3
"525",104,3600,2,26,3,1,3,1,2,6,6,3,3
"527",55,3601,4,28,2,1,3,5,1,1,4,2,275
"532",15,3000,5,30,3,1,3,1,2,2,2,2,168
"534",55,3543,5,28,4,1,3,5,1,4,4,2,275
"537",55,3606,5,28,3,1,3,5,2,2,4,2,275
"541",55,38,2,28,2,1,3,4,2,7,5,2,275
"553",55,3617,5,28,2,1,3,4,1,1,4,2,275
"564",28,47,3,26,3,2,3,5,2,7,7,2,37
"571",89,3624,4,28,3,1,3,2,2,2,2,1,16
"577",55,3598,5,28,1,1,3,5,1,2,4,2,275
"581",43,3629,3,25,3,1,3,2,2,7,7,2,28
"582",50,166,4,26,3,1,3,1,2,2,7,1,102
"588",55,3631,3,28,2,1,3,5,1,4,7,2,275
"590",26,3633,5,28,3,2,4,5,2,2,2,1,101
"591",26,3634,4,28,3,1,4,5,2,7,7,2,101
"602",25,3521,2,27,3,2,3,1,2,5,4,1,94
"604",25,3641,3,27,4,1,3,2,1,2,2,1,94
"605",25,3642,4,27,1,2,3,5,1,4,3,1,94
"609",27,3645,3,25,4,2,3,5,2,7,7,1,34
"610",55,3647,3,28,4,2,3,5,2,7,7,2,275
"614",55,3651,1,28,4,1,3,5,2,6,6,2,275
"618",50,231,5,26,3,1,3,5,1,2,4,2,102
"619",55,3653,4,28,4,1,3,5,1,2,4,2,275
"623",50,3579,4,26,4,2,4,4,2,7,2,2,102
"635",26,3188,5,28,2,2,2,1,2,7,2,1,101
"646",26,3664,4,28,3,1,3,2,2,2,7,2,101
"652",35,3670,4,30,3,1,4,5,1,2,4,2,95
"655",55,3530,3,28,1,3,4,5,1,7,7,2,275
"674",28,201,3,26,3,2,4,5,2,7,4,1,37
"679",35,3681,3,30,2,3,4,5,1,2,7,1,95
"687",75,3686,4,63,3,2,3,1,1,2,2,1,64
"700",55,142,4,28,1,1,4,5,2,4,4,2,275
"701",50,3694,4,26,3,1,4,5,1,4,2,3,102
"707",25,3687,2,27,2,1,4,5,1,7,2,1,94
"711",54,3649,4,27,3,2,4,1,2,2,4,1,32
"721",43,3703,5,25,3,3,4,4,1,2,2,2,28
"728",26,135,5,28,4,2,4,4,2,2,2,1,101
"729",37,199,2,26,4,3,4,1,2,2,7,1,16
"733",112,3706,5,33,2,3,2,1,3,2,2,1,7
"741",37,3711,2,26,2,1,4,5,1,2,7,2,16
"748",37,3717,5,26,3,1,4,5,1,4,2,2,16
"753",21,3720,4,28,4,1,4,5,2,2,2,1,143
"771",61,3695,2,28,3,3,4,5,2,7,7,1,83
"785",55,3737,3,28,2,2,4,5,1,7,6,2,275
"788",42,3740,3,28,3,1,4,5,1,1,1,2,36
"791",55,3742,1,28,3,1,4,5,2,6,6,2,275
"797",122,3746,5,18,3,2,3,3,1,7,2,2,4
"803",42,3516,2,28,3,2,4,1,1,6,6,2,36
"806",25,201,4,27,4,1,4,5,1,4,3,1,94
"807",35,3752,3,30,3,2,4,1,1,2,7,1,95
"810",125,3754,3,23,4,1,4,5,7,7,2,1,65
"829",24,3764,5,26,3,2,4,1,1,2,7,1,25
"835",21,3750,5,28,3,2,4,1,1,2,7,1,143
"844",35,3771,5,30,3,1,4,5,1,2,2,1,95
"845",79,3726,5,29,3,1,4,1,2,4,3,2,6
"849",55,3731,4,28,4,1,4,5,1,7,2,2,275
"853",25,3775,5,27,3,1,4,1,1,2,2,1,94
"859",28,3778,3,26,3,1,4,1,1,2,2,1,37
"865",125,3610,5,23,4,2,4,5,2,2,2,1,65
"869",31,47,5,30,2,2,4,5,1,2,4,1,154
"875",55,3784,4,28,3,1,4,5,2,4,4,2,275
"889",24,3789,4,26,3,2,4,1,1,4,2,1,25
"898",33,3788,2,26,2,2,4,1,2,5,1,2,86
"900",125,3796,3,23,4,1,4,1,7,2,2,1,65
"918",21,3802,5,28,4,2,4,5,1,7,4,1,143
"922",132,3787,4,26,3,2,4,2,2,7,2,2,1
"926",54,3806,4,27,4,2,4,5,2,7,7,3,32
"942",75,2086,4,63,3,3,4,4,1,2,7,1,64
"951",26,3770,1,28,3,1,4,2,4,7,7,2,101
"954",43,3822,4,25,4,1,4,1,2,7,7,1,28
"957",134,3748,4,17,3,2,4,5,7,2,2,1,3
"963",33,3827,5,26,3,2,4,5,2,1,1,2,86
"965",50,3828,4,26,2,2,4,5,1,7,2,2,102
"972",127,3712,4,31,3,1,4,4,1,2,7,1,31
"975",127,3834,5,31,4,1,4,5,3,1,1,1,31
"977",21,223,5,28,2,1,4,5,1,2,2,1,143
"983",28,3838,4,26,3,2,4,1,1,2,2,3,37
"990",55,2461,4,28,1,3,4,1,1,6,6,2,275
"991",55,3783,5,28,2,3,4,1,1,4,2,2,275
"1001",50,3510,4,26,3,1,4,1,2,7,7,1,102
"1002",50,3848,5,26,2,2,4,1,1,1,2,1,102
"1015",48,3643,5,28,3,2,4,1,3,2,4,2,60
"1016",48,83,4,28,2,2,4,1,1,7,7,2,60
"1025",55,3726,4,28,4,3,4,1,1,4,4,2,275
"1027",125,2509,5,23,4,2,4,1,2,4,4,1,65
"1035",143,138,5,24,3,1,1,2,2,4,7,2,10
"1040",143,3862,4,24,3,2,3,3,2,7,7,2,10
"1043",141,48,3,23,2,1,3,3,2,4,7,2,6
"1050",50,3854,3,26,3,1,4,2,2,4,4,2,102
"1056",148,3640,5,22,2,1,4,1,1,2,2,1,1
"1065",150,3869,3,21,4,1,4,2,2,2,2,1,4
"1069",55,136,3,28,2,1,4,2,2,7,7,2,275
"1070",152,3869,4,21,4,1,4,2,2,2,2,1,1
"1071",33,3825,5,26,3,2,4,5,2,2,1,1,86
"1072",144,164,5,20,4,1,4,5,1,2,2,1,2
"1074",61,201,4,28,3,2,4,5,2,1,7,1,83
"1077",21,3600,3,28,2,2,4,1,1,7,3,2,143
"1090",35,3878,4,30,3,1,1,1,1,2,2,2,95
"1096",141,3883,5,23,3,1,1,3,1,5,7,2,6
"1097",156,3751,5,28,3,1,1,1,4,2,4,1,1
"1098",48,3884,5,28,4,1,1,1,1,7,7,1,60
"1109",55,3892,4,28,2,1,1,1,1,1,4,2,275
"1113",55,3894,4,28,2,1,1,1,2,2,5,2,275
"1114",25,3724,5,27,3,1,4,1,2,1,2,1,94
"1119",27,3896,3,25,3,2,1,5,2,7,7,2,34
"1130",26,3901,4,28,3,1,1,2,2,1,7,2,101
"1131",55,1938,5,28,2,1,1,2,2,7,2,2,275
"1135",48,3783,5,28,4,1,1,1,1,7,7,1,60
"1143",31,3908,3,30,4,2,1,1,1,2,2,1,154
"1144",28,3832,4,26,3,1,1,2,1,2,2,1,37
"1149",157,3911,4,27,4,2,3,1,1,3,6,2,34
"1151",157,3913,3,27,3,1,1,1,1,7,7,2,34
"1154",157,3737,4,27,3,2,2,1,7,2,1,2,34
"1160",125,3916,4,23,2,1,1,1,1,2,2,1,65
"1163",27,3918,4,25,3,1,1,1,2,7,2,1,34
"1170",61,1953,4,28,3,2,1,1,2,7,7,1,83
"1171",21,2994,4,28,1,2,1,1,2,2,3,2,143
"1173",31,3882,5,30,3,2,1,1,1,2,4,1,154
"1176",157,216,5,27,3,1,1,1,2,2,2,2,34
"1178",125,3703,5,23,4,1,1,5,1,2,2,1,65
"1186",15,86,5,30,3,1,1,1,2,2,2,1,168
"1187",35,3926,3,30,3,2,1,1,1,2,2,2,95
"1195",15,3743,3,30,3,1,1,1,2,7,7,2,168
"1199",55,14,3,28,3,2,1,1,2,7,4,2,275
"1219",161,3940,4,26,4,1,1,1,1,2,5,1,3
"1222",35,3942,3,30,3,1,1,1,1,7,2,2,95
"1224",33,3944,4,26,2,2,1,1,1,1,1,2,86
"1227",140,3926,5,21,3,2,1,1,2,2,2,1,2
"1228",157,3946,5,27,3,2,1,5,7,2,2,1,34
"1231",31,3949,5,30,1,2,1,1,1,2,2,1,154
"1239",15,190,4,30,3,1,1,5,2,3,7,1,168
"1244",55,3954,5,28,4,2,1,1,1,1,4,2,275
"1246",50,3955,5,26,3,2,1,5,1,2,2,2,102
"1249",61,3957,4,28,4,2,1,1,1,1,7,1,83
"1257",50,3961,3,26,4,2,1,2,1,7,7,2,102
"1258",50,3957,3,26,4,2,1,2,1,7,7,2,102
"1262",26,3545,5,28,3,2,1,2,2,2,7,1,101
"1266",55,3964,4,28,3,1,1,5,2,4,4,2,275
"1268",61,3630,4,28,3,1,1,1,2,7,7,2,83
"1272",125,3787,5,23,4,2,1,3,1,2,2,1,65
"1280",31,3643,5,30,4,2,1,3,1,2,6,1,154
"1282",60,3972,4,28,2,1,1,1,2,2,2,1,26
"1285",15,1905,3,30,2,1,1,2,2,2,2,1,168
"1286",48,3974,5,28,4,2,1,1,1,1,7,1,60
"1288",26,3975,5,28,3,2,1,1,2,7,7,2,101
"1289",167,3219,5,35,3,2,2,1,3,7,2,1,7
"1302",50,2661,4,26,2,2,1,5,1,4,2,2,102
"1308",35,3032,5,30,3,1,1,5,1,2,2,1,95
"1309",48,3551,4,28,4,1,1,4,1,7,7,2,60
"1317",75,3222,5,63,4,2,1,1,1,4,3,1,64
"1324",35,3990,4,30,3,1,1,5,1,2,2,2,95
"1328",31,3993,3,30,1,2,1,1,1,7,7,1,154
"1335",15,3005,3,30,3,1,1,1,2,6,6,1,168
"1337",31,3926,5,30,3,2,1,1,1,2,2,1,154
"1341",59,4000,4,27,4,2,1,5,1,1,1,2,17
"1342",61,3998,4,28,3,3,1,5,2,2,2,1,83
"1347",55,3962,2,28,2,2,2,1,1,7,7,2,275
"1352",55,3787,4,28,2,1,2,1,1,4,4,2,275
"1355",55,4006,3,28,2,1,2,1,2,6,7,2,275
"1358",60,3691,4,28,4,2,2,1,2,2,2,1,26
"1361",21,4009,4,28,4,2,2,1,1,7,5,1,143
"1369",55,4014,3,28,4,2,2,1,2,7,5,2,275
"1377",15,3883,4,30,3,2,2,1,2,2,2,1,168
"1389",43,4023,5,25,3,1,2,1,3,2,2,2,28
"1390",43,4024,5,25,3,2,2,2,1,4,7,1,28
"1393",15,4027,4,30,3,2,2,1,2,7,7,2,168
"1400",55,4034,5,28,4,2,1,1,1,2,2,2,275
"1402",55,4035,3,28,4,2,2,1,2,4,7,2,275
"1404",60,4032,3,28,3,2,2,1,2,7,7,2,26
"1408",21,4038,3,28,3,1,2,1,2,7,4,1,143
"1416",33,4042,2,26,3,1,2,1,2,7,7,2,86
"1418",33,4043,4,26,3,3,2,1,2,7,2,1,86
"1421",21,4045,5,28,3,3,2,1,1,5,7,1,143
"1423",31,4046,4,30,3,2,2,1,1,2,2,1,154
"1425",31,230,5,30,3,2,2,1,1,2,2,1,154
"1426",31,3646,5,30,3,2,1,1,1,2,2,1,154
"1428",21,4048,4,28,4,2,2,1,2,2,2,1,143
"1430",35,3972,4,30,2,3,2,1,1,2,2,1,95
"1432",15,4050,5,30,2,1,2,1,2,2,2,2,168
"1436",31,2540,4,30,4,2,2,3,1,2,2,1,154
"1437",43,173,5,25,2,2,2,1,2,2,2,1,28
"1438",21,108,3,28,3,2,2,1,1,2,4,1,143
"1440",33,4052,4,26,3,1,2,1,1,2,4,1,86
"1445",35,4054,5,30,4,3,2,5,1,2,2,2,95
"1447",15,4056,5,30,3,1,2,2,1,2,2,1,168
"1448",125,3611,5,23,1,1,2,1,1,2,2,1,65
"1450",31,4057,3,30,3,2,2,2,1,2,2,1,154
"1456",61,4060,4,28,3,2,2,1,2,7,2,1,83
"1463",31,4063,4,30,3,2,2,1,1,2,2,1,154
"1464",21,84,3,28,4,2,2,1,2,7,1,1,143
"1465",31,40,4,30,3,2,2,1,1,2,2,1,154
"1469",26,3797,4,28,3,1,2,1,2,7,7,2,101
"1474",33,84,4,26,3,2,2,1,2,5,1,1,86
"1475",33,4067,2,26,4,2,3,1,1,7,7,2,86
"1478",60,4070,5,28,3,1,3,1,3,2,2,1,26
"1479",60,4071,3,28,4,1,3,1,3,7,7,2,26
"1481",61,3579,4,28,1,2,3,1,2,7,7,1,83
"1492",15,4004,5,30,3,1,2,1,2,2,2,1,168
"1500",31,4080,1,30,3,2,3,1,1,7,7,2,154
"1505",26,3964,1,28,4,2,3,5,2,7,6,1,101
"1513",15,4066,3,30,2,1,3,1,2,7,7,2,168
"1515",26,4032,3,28,3,2,3,5,2,7,7,2,101
"1516",31,2619,3,30,3,1,3,1,1,2,7,1,154
"1529",26,3032,5,28,4,1,3,2,2,7,2,1,101
"1530",55,4093,2,28,4,2,3,5,2,6,7,2,275
"1535",125,4097,5,23,4,2,3,5,2,2,2,1,65
"1540",33,94,5,26,4,3,3,1,2,2,1,2,86
"1547",125,4070,5,23,4,2,3,1,1,2,2,1,65
"1573",75,4109,4,63,3,1,3,5,1,2,5,2,64
"1575",75,4111,5,63,3,2,3,5,1,2,3,1,64
"1576",75,4112,4,63,1,2,3,5,1,2,7,1,64
"1579",75,3737,5,63,3,2,3,5,1,1,5,1,64
"1585",188,3622,5,20,1,2,3,5,1,7,7,2,6
"1586",191,4117,5,20,3,1,3,5,6,4,2,1,8
"1608",193,3970,3,22,3,1,3,1,1,7,7,2,66
"1610",193,3962,4,22,3,1,3,1,1,7,7,2,66
"1612",55,4160,4,28,4,3,4,2,2,2,4,2,275
"1620",193,47,3,22,3,2,3,3,2,7,7,2,66
"1623",193,4092,4,22,3,1,3,1,1,7,7,2,66
"1625",193,3649,4,22,3,1,3,1,2,7,7,2,66
"1630",188,91,3,20,3,2,3,5,1,7,7,2,6
"1641",197,3775,5,19,3,2,3,3,2,7,7,2,2
"1643",55,4131,4,28,2,2,3,5,1,5,7,2,275
"1649",196,172,5,28,2,1,2,5,6,2,4,1,9
"1652",196,47,5,28,4,3,1,5,2,4,4,1,9
"1653",199,2120,5,28,3,2,1,2,1,7,3,2,3
"1667",201,4141,5,20,2,1,4,4,1,1,2,2,6
"1669",201,3748,4,20,4,2,3,1,4,4,4,2,6
"1671",196,164,4,28,4,2,3,3,2,2,4,1,9
"1680",31,3686,4,30,3,2,3,5,1,2,7,1,154
"1683",202,4032,4,28,3,2,3,5,1,2,5,3,26
"1692",209,130,5,28,3,3,3,3,2,7,7,2,1
"1697",211,4070,5,25,4,2,3,1,3,2,2,2,3
"1698",190,4153,4,28,1,2,3,5,1,2,2,1,13
"1702",214,3980,4,19,4,2,4,3,2,2,2,1,2
"1703",214,4057,4,19,4,1,2,1,1,2,5,1,2
"1708",221,4132,4,19,3,1,3,1,1,7,7,1,3
"1709",221,3972,4,19,4,1,2,1,1,2,2,1,3
"1717",31,4070,5,30,2,2,3,1,1,2,2,3,154
"1720",61,4006,3,28,3,1,4,5,2,2,7,2,83
"1724",61,3642,4,28,4,3,4,5,1,7,7,2,83
"1729",31,4167,4,30,3,1,4,5,1,1,7,1,154
"1731",31,4169,4,30,2,2,4,2,1,2,2,3,154
"1733",31,4170,3,30,3,2,4,5,1,2,7,2,154
"1737",61,4132,3,28,3,2,4,5,2,7,7,1,83
"1741",26,3984,5,28,3,3,4,5,2,7,7,2,101
"1745",61,4174,5,28,3,1,4,5,2,2,1,1,83
"1747",55,3926,3,28,4,2,4,5,1,2,7,2,275
"1754",55,4178,3,28,1,2,4,1,1,5,7,2,275
"1768",35,4183,4,30,2,1,4,1,1,4,1,2,95
"1773",61,4185,5,28,3,1,4,1,2,2,2,1,83
"1774",193,16,3,22,2,1,4,1,1,7,7,2,66
"1775",193,3544,4,22,4,3,4,2,2,7,7,2,66
"1776",193,4186,5,22,4,2,4,1,2,7,7,2,66
"1777",193,2509,5,22,3,2,4,1,1,7,7,2,66
"1778",193,2347,4,22,4,2,3,2,1,7,7,2,66
"1781",61,4187,4,28,3,2,4,5,2,2,7,1,83
"1784",55,4147,3,28,2,1,4,1,1,2,7,2,275
"1787",125,4187,3,23,4,2,4,1,2,7,7,2,65
"1789",193,4191,5,22,4,1,4,1,1,7,7,2,66
"1791",193,4192,4,22,3,2,4,1,1,7,7,2,66
"1800",241,4194,4,20,3,1,4,1,1,7,7,2,20
"1803",15,4195,1,30,3,2,4,1,2,7,7,1,168
"1810",241,2526,3,20,3,1,3,1,1,7,7,2,20
"1812",243,4092,3,28,4,1,4,5,1,7,2,1,5
"1822",241,3926,5,20,4,1,4,3,2,7,7,2,20
"1840",125,4197,4,23,3,2,4,4,1,7,7,2,65
"1844",241,4213,5,20,4,2,4,4,2,2,7,2,20
"1849",202,4217,4,28,2,2,4,5,1,4,4,2,26
"1854",157,4006,5,27,3,1,4,1,7,2,2,1,34
"1858",202,4221,5,28,3,3,4,5,3,2,2,1,26
"1861",61,4222,5,28,3,1,4,5,5,1,7,1,83
"1862",15,3312,4,30,3,2,4,4,2,2,2,1,168
"1864",21,4036,3,28,2,2,4,1,1,7,5,2,143
"1868",25,1938,3,27,3,2,4,5,2,2,2,1,94
"1874",55,4226,3,28,4,2,4,5,1,4,7,2,275
"1881",50,4230,4,26,3,1,4,4,2,2,4,2,102
"1883",202,2464,3,28,3,2,3,3,2,7,7,2,26
"1889",244,4164,4,28,4,2,3,5,1,2,2,1,5
"1890",244,4235,4,28,4,1,2,1,7,7,2,1,5
"1894",202,4091,4,28,2,3,4,1,1,7,7,2,26
"1903",15,4007,4,30,3,2,4,4,2,2,2,1,168
"1908",193,4241,5,22,3,1,4,1,1,7,7,2,66
"1909",193,4242,5,22,3,2,4,1,5,7,7,2,66
"1916",55,4246,4,28,2,2,4,4,1,2,7,2,275
"1918",55,4202,3,28,4,2,4,4,1,7,4,2,275
"1928",50,4251,4,26,3,2,4,2,2,2,2,2,102
"1932",50,4252,4,26,3,1,4,5,1,1,1,3,102
"1939",127,4255,5,31,3,1,4,1,1,2,2,2,31
"1947",193,3835,2,22,4,2,4,5,1,7,7,2,66
"1948",127,4219,2,31,3,2,4,4,5,7,7,2,31
"1953",241,6,5,20,3,1,4,1,6,2,2,2,20
"1955",15,3098,5,30,3,2,4,4,2,2,7,2,168
"1969",21,4266,2,28,4,2,4,1,1,7,7,1,143
"1970",50,4267,4,26,3,1,4,5,2,4,4,2,102
"1985",31,4275,4,30,3,2,4,1,1,2,2,1,154
"1986",50,4276,4,26,4,2,4,5,2,1,7,2,102
"1988",125,4278,5,23,4,2,1,1,2,2,2,1,65
"1994",59,3204,4,27,4,2,4,5,1,1,1,1,17
"1999",15,4228,4,30,2,2,4,5,2,7,7,2,168
"2000",31,4286,3,30,2,2,4,1,1,7,7,1,154
"2020",253,4033,5,19,3,2,3,3,2,7,7,2,26
"2021",253,193,4,19,3,2,3,3,2,2,4,1,26
"2023",253,170,5,19,3,2,3,3,3,2,2,1,26
"2024",253,4169,5,19,3,2,3,3,7,2,2,1,26
"2032",253,4103,4,19,3,2,3,3,2,2,2,1,26
"2033",253,4292,5,19,3,2,3,3,2,2,2,1,26
"2036",253,3304,3,19,3,2,3,3,2,7,3,2,26
"2050",127,4217,5,31,3,1,1,1,1,1,7,1,31
"2053",125,138,4,23,4,3,1,5,2,7,3,1,65
"2057",15,4301,3,30,2,2,1,2,2,7,7,1,168
"2059",15,4302,5,30,3,2,1,1,1,7,7,2,168
"2068",193,4228,3,22,4,1,1,5,2,7,7,2,66
"2070",125,3527,2,23,4,1,1,2,2,7,7,2,65
"2074",55,4300,3,28,3,2,1,1,2,7,2,2,275
"2076",125,4188,5,23,4,2,1,5,2,1,2,1,65
"2078",195,4309,5,22,3,1,4,1,4,2,4,1,2
"2080",15,4004,5,30,3,2,1,2,2,7,7,2,168
"2088",15,4147,4,30,3,1,1,2,2,7,7,2,168
"2091",15,150,5,30,3,1,3,1,2,7,7,2,168
"2101",31,4314,5,30,3,1,1,1,1,2,2,2,154
"2104",257,3589,4,18,3,3,4,3,6,2,2,1,6
"2106",257,3954,5,18,3,3,2,1,6,3,4,1,6
"2109",257,2450,4,18,3,3,3,5,1,2,2,2,6
"2115",31,4003,3,30,3,2,1,2,1,1,1,2,154
"2117",15,4316,4,30,2,3,1,1,2,7,7,1,168
"2122",31,4318,2,30,3,1,1,2,1,7,7,2,154
"2147",193,219,5,22,3,2,3,3,2,4,4,2,66
"2148",55,4321,2,28,4,2,1,5,1,7,7,2,275
"2150",55,4323,3,28,4,2,1,1,1,7,7,2,275
"2154",264,39,5,20,4,1,1,1,3,4,4,1,19
"2157",264,3645,5,20,3,1,1,1,1,2,2,1,19
"2160",264,70,4,20,2,2,3,1,1,7,2,1,19
"2168",264,47,4,20,2,1,2,1,1,4,4,2,19
"2204",50,3998,3,26,2,2,1,5,1,5,7,2,102
"2217",75,4314,5,63,3,1,1,1,1,2,2,1,64
"2223",75,4344,4,63,2,1,1,2,1,2,1,1,64
"2226",75,4346,4,63,2,1,1,1,1,2,1,1,64
"2239",15,4353,4,30,1,3,2,1,1,7,7,2,168
"2243",55,4356,5,28,3,2,2,1,2,2,2,2,275
"2248",55,4359,3,28,4,2,2,1,1,7,7,2,275
"2253",268,3918,5,26,3,2,1,5,2,7,2,1,1
"2261",50,4366,4,26,3,2,2,2,1,1,1,3,102
"2263",55,4347,3,28,4,2,2,2,1,4,7,2,275
"2276",125,4373,2,23,4,2,2,1,3,7,6,3,65
"2278",125,4375,5,23,4,1,2,1,1,2,2,1,65
"2281",50,4376,3,26,3,1,2,1,1,6,4,1,102
"2283",33,2240,4,26,4,3,2,1,2,4,7,1,86
"2286",55,4378,4,28,4,2,2,1,2,7,4,2,275
"2288",55,4374,4,28,3,2,2,1,2,5,7,2,275
"2290",31,4380,2,30,3,1,2,1,1,7,7,2,154
