"","userID","itemID","rating","age","time","daytype","season","weather","social","endEmo","dominantEmo","mood","Count"
"473",50,3564,4,26,3,1,3,2,2,7,2,1,102
"1124",35,3898,5,30,4,2,1,5,7,2,2,1,95
"1553",55,3312,3,28,4,2,3,5,2,7,7,2,275
"692",55,3690,2,28,1,3,4,5,2,6,7,2,275
"268",42,78,5,28,3,1,3,5,2,1,2,2,36
"1739",125,3623,4,23,4,1,4,5,1,7,7,1,65
"1621",193,247,4,22,3,1,3,1,1,7,7,2,66
"879",21,3726,3,28,4,1,4,5,2,7,3,1,143
"1832",25,4207,4,27,1,2,4,1,2,3,4,1,94
"174",24,129,4,26,3,1,3,2,1,7,7,2,25
"1220",161,212,5,26,2,2,2,1,3,2,4,1,3
"705",25,52,2,27,1,3,4,5,1,2,2,1,94
"1690",31,4150,3,30,3,1,3,5,1,2,7,1,154
"578",55,3599,5,28,2,1,3,5,2,1,4,2,275
"1618",193,4071,2,22,3,1,3,1,2,7,7,2,66
"1008",25,3851,5,27,1,2,4,1,1,2,2,3,94
"2292",31,4324,4,30,2,2,2,1,1,2,7,1,154
"113",21,88,3,28,3,1,3,5,2,2,2,1,143
"1451",125,4054,4,23,4,1,2,1,1,2,2,1,65
"1896",202,4100,2,28,3,2,4,5,1,7,7,2,26
"2242",157,4098,3,27,3,1,2,1,7,2,2,2,34
"1629",26,4125,4,28,3,2,3,5,2,7,7,2,101
"831",35,241,4,30,3,2,4,1,1,2,4,1,95
"2146",193,3617,1,22,3,2,3,3,2,4,4,2,66
"1900",50,4238,4,26,2,2,4,4,1,7,7,3,102
"1378",15,3999,4,30,3,2,2,1,2,2,2,1,168
"560",54,3610,5,27,3,2,4,5,2,2,2,1,32
"1813",243,4091,2,28,4,1,4,1,1,7,7,2,5
"341",39,66,4,30,3,2,3,1,6,2,2,1,5
"1850",50,4218,4,26,3,1,4,5,1,4,1,2,102
"1345",31,3728,4,30,2,1,2,1,1,2,7,1,154
"894",33,3726,3,26,3,1,4,5,2,6,6,2,86
"1757",31,4179,3,30,3,2,4,1,1,6,5,3,154
"462",89,66,2,28,2,1,3,2,4,5,2,2,16
"767",91,3727,3,28,4,2,4,5,1,7,7,1,6
"414",96,192,5,15,2,1,4,4,1,7,2,1,30
"241",28,143,3,26,3,2,3,5,2,2,2,1,37
"1506",21,2651,5,28,4,1,3,5,1,2,5,1,143
"480",55,3569,3,28,2,1,3,2,2,7,7,2,275
"2127",127,3737,5,31,3,2,3,3,2,4,4,2,31
"1459",26,3909,3,28,3,1,2,1,1,7,7,2,101
"471",35,3562,4,30,3,1,3,2,1,2,4,3,95
"1531",55,3979,3,28,4,2,3,5,2,2,7,2,275
"732",35,3705,2,30,3,1,4,1,1,5,7,3,95
"272",33,176,5,26,3,2,3,2,2,2,4,1,86
"1910",33,4232,5,26,3,1,4,5,2,2,1,1,86
"574",55,3623,4,28,1,2,3,1,3,2,1,2,275
"1202",31,3693,3,30,3,2,1,1,2,7,7,1,154
"175",55,130,4,28,4,2,3,5,1,4,4,2,275
"1387",15,4021,3,30,2,1,2,5,2,7,7,2,168
"1826",55,175,3,28,3,2,4,1,2,7,4,2,275
"682",31,3684,4,30,1,2,4,4,1,2,2,1,154
"1670",201,4043,4,20,2,1,1,1,3,7,7,2,6
"2271",33,4371,1,26,4,3,2,1,6,1,1,1,86
"804",24,3750,5,26,2,2,4,1,1,2,2,1,25
"2237",15,4352,4,30,3,1,2,1,1,7,7,2,168
"240",28,166,3,26,2,1,3,5,2,2,3,1,37
"1403",60,4036,4,28,3,1,2,1,3,7,7,2,26
"713",54,3696,5,27,2,2,4,5,2,2,4,1,32
"183",55,135,4,28,1,1,3,5,1,6,6,2,275
"1395",50,4029,4,26,3,2,2,1,1,4,2,1,102
"265",42,181,5,28,3,1,3,5,2,2,2,1,36
"1407",15,4037,5,30,4,1,2,1,2,4,4,2,168
"483",103,54,5,18,3,1,4,5,1,7,7,1,3
"1601",188,2011,4,20,2,1,3,1,1,7,7,2,6
"969",55,3831,5,28,2,1,4,5,1,4,2,2,275
"2120",15,3548,4,30,3,2,3,3,2,4,4,2,168
"92",21,74,5,28,3,2,3,5,1,2,7,2,143
"960",55,3116,5,28,2,2,4,5,2,4,2,2,275
"1973",55,4258,3,28,4,2,4,1,1,7,4,2,275
"68",42,58,3,28,3,3,2,1,2,2,7,1,36
"524",104,3599,3,26,3,2,3,2,7,7,7,1,3
"2254",157,4362,4,27,3,1,2,1,1,7,3,2,34
"756",55,54,2,28,4,1,4,5,2,7,6,2,275
"1845",241,4214,2,20,3,2,3,3,2,7,7,2,20
"1602",188,4086,2,20,3,1,2,1,3,7,7,2,6
"1165",55,3920,5,28,2,1,1,5,2,4,4,2,275
"1834",25,4209,3,27,4,2,4,5,1,2,2,1,94
"1633",193,246,5,22,3,1,3,1,1,7,7,2,66
"868",54,124,2,27,2,2,4,3,2,7,7,2,32
"1591",191,3769,4,20,3,2,3,3,1,7,7,2,8
"158",55,124,3,28,1,2,4,5,2,7,4,2,275
"567",55,3621,3,28,3,1,3,5,1,1,5,2,275
"1210",31,3937,4,30,2,3,1,1,2,2,4,1,154
"772",48,3730,5,28,4,1,4,1,5,1,1,2,60
"921",24,3803,4,26,2,2,4,5,1,2,7,2,25
"2134",15,4100,4,30,3,1,1,5,2,7,7,2,168
"1213",28,3939,2,26,3,3,1,5,2,7,7,1,37
"2245",55,4356,3,28,4,2,2,1,2,7,4,2,275
"843",61,32,4,28,3,1,4,5,1,1,3,3,83
"179",48,104,4,28,3,1,3,5,3,7,2,1,60
"2045",33,4295,5,26,3,1,1,1,2,1,4,1,86
"2004",31,4285,4,30,3,1,1,1,1,2,2,1,154
"127",53,100,5,28,4,1,3,5,2,1,1,2,4
"1004",125,3726,5,23,4,1,4,1,1,4,4,1,65
"1755",31,4087,3,30,3,3,4,1,1,7,2,3,154
"1057",55,3510,4,28,1,1,4,5,1,4,7,2,275
"1383",15,3810,5,30,3,1,2,1,2,2,2,2,168
"1457",125,4060,3,23,4,2,2,1,2,2,2,1,65
"993",48,3844,5,28,3,2,4,5,1,2,4,1,60
"1549",26,2677,5,28,2,2,3,2,1,7,7,2,101
"2124",15,4274,5,30,3,2,3,3,2,4,4,2,168
"1297",48,3978,4,28,4,1,1,1,1,7,7,1,60
"1250",55,3958,4,28,2,1,1,1,2,4,4,2,275
"1103",35,3887,4,30,3,1,1,1,1,2,2,1,95
"584",35,3630,4,30,3,1,4,2,1,2,4,1,95
"2196",193,4303,5,22,4,1,1,2,2,7,7,2,66
"2055",33,4299,1,26,3,3,1,5,2,7,7,1,86
"1829",25,4204,4,27,3,1,4,5,2,2,4,1,94
"1867",21,4151,4,28,2,2,4,5,1,2,4,2,143
"625",21,77,4,28,4,2,4,4,2,2,2,1,143
"1230",31,3948,3,30,3,1,1,1,3,6,5,3,154
"1833",25,4208,3,27,2,2,4,5,2,4,4,1,94
"1348",31,3550,5,30,2,3,2,1,1,1,4,1,154
"1730",31,4168,2,30,3,1,4,2,1,7,7,3,154
"1590",191,4119,5,20,3,1,3,1,3,4,1,1,8
"2279",31,3954,3,30,2,1,2,1,1,1,1,2,154
"970",55,1889,5,28,2,3,4,5,1,6,4,2,275
"1241",157,3320,4,27,4,2,1,5,1,3,6,2,34
"416",96,138,5,15,3,2,3,2,3,4,7,1,30
"456",55,62,5,28,1,2,3,1,2,4,4,2,275
"1766",21,3642,4,28,4,2,4,1,2,2,3,2,143
"1055",48,3866,3,28,3,1,4,1,1,7,2,1,60
"1260",157,3667,3,27,2,2,1,2,2,7,4,1,34
"1365",55,226,3,28,3,2,2,1,1,7,7,2,275
"2234",15,4349,5,30,2,2,2,1,2,2,2,2,168
"22",34,4,4,26,3,1,2,3,5,4,7,1,1
"212",55,157,3,28,4,2,3,1,1,2,4,2,275
"596",50,115,5,26,3,2,3,5,2,4,2,1,102
"929",25,3726,5,27,3,2,4,4,3,3,3,2,94
"289",71,199,1,28,3,2,3,2,3,1,5,2,2
"152",35,120,5,30,3,2,3,1,1,2,2,2,95
"2063",125,4255,4,23,3,3,1,1,2,7,7,2,65
"1751",33,4177,4,26,3,3,4,1,3,4,3,1,86
"736",112,3709,5,33,1,1,2,1,1,2,2,1,7
"2105",257,3590,4,18,3,2,2,1,6,2,2,1,6
"1788",193,4190,5,22,4,2,4,1,1,7,7,2,66
"731",24,3704,4,26,4,3,4,4,1,1,2,1,25
"2034",253,3980,4,19,3,2,2,1,3,2,2,1,26
"1892",202,4202,4,28,4,3,4,1,3,2,7,2,26
"953",43,3821,4,25,3,1,4,1,1,1,7,1,28
"1396",24,4030,5,26,4,2,2,1,2,2,1,1,25
"218",61,47,5,28,3,1,3,2,2,2,7,1,83
"1376",15,2646,4,30,2,1,2,1,2,2,2,2,168
"1660",200,4136,2,20,2,1,2,1,1,7,4,3,4
"1863",59,4223,3,27,3,2,4,4,7,7,7,3,17
"2028",253,4066,5,19,3,2,3,3,2,2,2,1,26
"1655",199,2713,4,28,3,1,1,1,3,4,4,2,3
"1373",15,2986,3,30,3,3,1,1,2,2,2,3,168
"2027",253,4141,5,19,3,2,2,1,3,1,2,1,26
"130",37,103,3,26,3,2,3,5,2,7,7,3,16
"708",25,17,3,27,2,3,4,5,1,2,2,1,94
"986",31,3840,4,30,2,2,4,5,1,2,2,1,154
"1392",15,4026,3,30,3,2,2,1,2,7,7,1,168
"1452",125,4058,2,23,2,1,2,1,1,7,7,2,65
"2228",15,3773,3,30,3,2,3,3,2,4,4,2,168
"1294",167,212,5,35,3,1,1,1,3,2,3,1,7
"314",55,218,4,28,1,1,3,5,1,7,4,2,275
"2187",15,3219,4,30,3,2,3,3,2,4,4,2,168
"638",26,3506,3,28,3,1,4,5,2,7,7,1,101
"1443",21,3937,4,28,2,2,2,1,1,2,5,1,143
"2097",21,3826,5,28,3,2,3,3,2,4,4,2,143
"1116",54,102,4,27,2,2,1,1,2,1,6,1,32
"1609",193,4121,5,22,3,1,3,1,1,2,2,2,66
"880",43,3787,5,25,4,1,4,5,1,2,2,1,28
"71",42,34,5,28,3,1,2,2,2,2,2,2,36
"1498",157,3649,5,27,3,1,3,1,2,2,2,1,34
"981",55,3837,4,28,1,3,4,5,1,7,6,2,275
"236",26,165,5,28,4,2,3,5,1,7,4,1,101
"634",26,3661,5,28,2,2,4,4,1,3,1,1,101
"1560",21,220,4,28,4,1,3,5,1,2,2,1,143
"334",79,233,4,29,3,1,3,5,2,4,3,2,6
"848",55,122,5,28,3,2,4,5,1,2,4,2,275
"1764",127,4182,5,31,3,2,4,1,1,1,1,2,31
"110",50,86,2,26,3,1,3,5,6,7,7,3,102
"1799",241,4177,4,20,4,1,4,1,1,3,6,2,20
"1128",26,3900,3,28,4,2,1,1,2,7,7,1,101
"1518",31,4088,4,30,3,2,3,2,1,2,2,1,154
"1108",48,3891,5,28,4,1,1,1,1,2,7,2,60
"1871",55,4098,3,28,2,2,4,5,1,4,2,2,275
"2227",21,4151,3,28,3,2,1,1,3,7,7,1,143
"438",96,66,3,15,3,2,2,1,3,2,2,1,30
"1552",55,3966,3,28,4,2,3,5,2,2,7,2,275
"1150",157,3912,5,27,2,1,4,1,2,2,2,1,34
"538",21,3607,5,28,3,1,3,5,1,2,2,1,143
"743",24,3712,4,26,4,1,4,5,1,4,2,2,25
"908",127,3750,4,31,3,1,4,1,5,2,3,1,31
"2218",75,4341,4,63,3,2,1,1,1,2,3,1,64
"1964",50,2660,5,26,2,2,4,1,2,2,2,2,102
"442",100,2360,5,28,3,2,3,5,7,2,2,1,6
"337",82,199,5,22,3,2,3,5,3,2,2,1,1
"1410",60,3958,1,28,3,2,2,1,1,7,7,1,26
"1102",27,3886,5,25,4,1,1,1,2,2,2,1,34
"184",59,136,1,27,3,1,1,5,1,7,7,2,17
"1388",50,4022,4,26,2,2,2,2,1,2,1,2,102
"208",55,150,5,28,2,2,3,1,2,2,4,2,275
"923",35,3804,4,30,3,2,4,2,1,7,7,2,95
"1155",157,3914,4,27,3,2,1,5,7,2,1,1,34
"1279",15,3971,5,30,2,1,1,1,2,2,2,1,168
"964",21,3827,4,28,4,2,4,5,2,2,1,1,143
"1600",188,3376,5,20,2,2,3,1,1,1,1,1,6
"517",89,1,2,28,3,2,3,2,3,5,4,1,16
"1732",31,108,3,30,3,2,4,2,1,2,2,2,154
"359",86,250,5,22,4,3,2,1,5,7,7,1,8
"864",28,3780,1,26,3,2,4,5,2,7,2,2,37
"1696",211,4040,5,25,3,2,3,1,3,2,2,1,3
"2238",15,3781,4,30,3,2,3,3,2,4,4,2,168
"1794",15,3925,3,30,3,1,4,1,2,7,7,1,168
"1646",196,4133,4,28,2,2,3,1,7,2,2,1,9
"817",126,3757,5,18,3,2,3,2,1,7,2,2,3
"2162",264,33,4,20,2,1,1,1,1,1,1,2,19
"1804",241,2759,5,20,3,1,4,1,1,7,7,2,20
"718",55,3700,5,28,2,1,4,5,2,4,4,2,275
"562",89,3545,4,28,4,2,3,4,3,2,2,1,16
"924",61,3805,3,28,3,1,4,5,2,2,7,1,83
"973",55,3304,4,28,2,3,4,4,2,7,4,2,275
"89",21,54,4,28,2,2,3,2,1,1,7,3,143
"1588",191,4118,5,20,3,1,3,5,5,2,7,1,8
"914",131,3678,4,25,4,1,4,5,3,2,2,1,4
"642",26,39,3,28,2,2,3,2,1,7,7,1,101
"1164",55,3919,4,28,4,2,1,5,2,7,6,2,275
"863",27,3780,2,25,2,2,4,5,2,7,7,2,34
"971",55,3832,3,28,3,3,4,5,1,7,6,2,275
"27",27,26,5,25,4,3,2,2,7,2,4,1,34
"2186",59,4081,4,27,3,1,1,1,1,1,1,1,17
"2190",245,3758,5,32,3,2,3,3,2,7,7,2,6
"1183",61,3926,3,28,3,1,1,1,1,2,2,2,83
"55",31,46,3,30,2,2,2,1,1,2,2,1,154
"620",35,3523,3,30,2,1,4,1,1,7,7,1,95
"1563",15,2205,1,30,2,2,3,5,1,6,6,1,168
"2081",21,4310,4,28,2,2,1,5,1,7,3,1,143
"2003",31,4284,2,30,3,1,1,1,1,7,7,2,154
"123",50,97,4,26,4,1,3,5,1,1,1,1,102
"773",50,3731,3,26,2,2,4,1,2,2,2,1,102
"39",33,37,5,26,3,1,2,2,6,2,2,2,86
"2054",33,4298,2,26,1,3,1,2,1,7,7,1,86
"194",42,38,5,28,3,2,3,5,2,4,4,2,36
"860",131,3779,3,25,4,2,4,5,1,2,2,1,4
"444",15,3545,2,30,3,1,3,5,2,7,7,2,168
"917",31,3545,4,30,3,2,4,5,1,2,4,1,154
"1084",55,2509,5,28,2,1,4,1,1,4,4,2,275
"1290",167,248,5,35,4,1,2,1,1,7,7,1,7
"1599",190,3737,5,28,3,2,3,3,2,2,2,2,13
"717",55,3699,5,28,1,1,4,4,1,2,2,2,275
"144",31,113,3,30,3,2,3,1,7,6,3,1,154
"233",26,65,4,28,3,2,3,5,2,2,2,2,101
"941",33,3816,5,26,4,2,4,2,1,2,4,2,86
"735",112,3708,5,33,3,1,3,3,2,2,2,1,7
"1920",48,4177,5,28,3,1,4,1,3,1,7,1,60
"882",125,159,5,23,4,1,4,5,2,2,2,1,65
"290",72,200,5,34,2,1,3,5,4,1,1,2,2
"2043",21,4295,4,28,4,1,1,1,2,2,2,1,143
"854",131,3776,3,25,3,1,4,5,1,2,7,1,4
"939",75,3252,4,63,2,2,4,5,1,2,2,1,64
"2258",61,4303,5,28,3,2,2,1,2,2,2,1,83
"667",31,157,5,30,4,1,4,2,1,7,2,1,154
"1487",61,3713,4,28,3,1,3,1,2,7,7,1,83
"2064",254,3098,5,900,3,2,1,1,1,2,2,1,1
"443",100,3544,2,28,3,2,3,3,2,7,7,2,6
"1749",33,4176,4,26,2,3,4,1,3,2,2,1,86
"417",96,3528,3,15,3,3,2,1,1,1,6,3,30
"690",35,3688,4,30,3,1,4,1,1,2,2,1,95
"1094",48,3881,4,28,4,1,1,1,1,7,7,2,60
"2015",253,4131,4,19,3,2,4,3,3,4,2,1,26
"2072",55,4184,2,28,3,2,1,5,1,7,7,2,275
"2220",75,4342,3,63,2,2,1,1,1,7,7,1,64
"2194",15,4329,5,30,3,1,1,2,2,1,1,2,168
"958",134,3824,3,17,3,3,4,1,3,2,2,2,3
"198",50,39,3,26,4,2,3,5,2,7,7,1,102
"2233",31,3681,4,30,4,3,2,1,1,2,2,1,154
"758",55,3722,5,28,2,1,4,1,1,2,4,2,275
"1064",138,3868,4,22,4,1,4,5,2,7,1,2,2
"1689",157,4149,5,27,3,1,3,5,1,2,4,2,34
"177",21,129,4,28,3,1,3,5,2,2,3,1,143
"1078",25,3844,5,27,1,2,4,1,1,1,1,3,94
"1152",157,3548,5,27,2,2,3,5,7,2,2,1,34
"1368",31,4013,1,30,2,2,2,1,1,6,6,2,154
"252",64,172,5,24,3,3,3,5,1,2,2,1,1
"522",21,3597,2,28,4,1,3,5,1,7,3,2,143
"1941",31,4256,3,30,3,1,4,1,1,2,7,2,154
"167",33,122,4,26,2,2,3,1,2,2,2,2,86
"813",55,3755,4,28,2,1,4,2,2,7,4,2,275
"1710",221,3531,3,19,3,3,2,5,1,4,7,1,3
"1839",50,4212,4,26,2,2,4,4,2,2,2,1,102
"1927",48,4003,5,28,3,2,4,1,1,2,7,1,60
"2082",21,4311,3,28,3,1,1,5,1,7,5,1,143
"1919",55,4247,3,28,3,2,4,5,2,4,7,2,275
"51",21,43,3,28,3,1,2,1,1,2,2,2,143
"1344",55,4002,4,28,2,1,1,5,2,5,7,2,275
"1792",193,3746,1,22,3,2,3,3,2,7,7,2,66
"1581",188,3753,5,20,3,1,3,5,1,4,7,2,6
"836",21,3766,4,28,4,2,4,1,1,2,2,1,143
"697",55,178,4,28,3,3,4,5,1,4,2,2,275
"487",37,3574,4,26,4,2,3,5,6,2,4,2,16
"561",50,3610,5,26,4,2,3,5,2,2,2,1,102
"1907",193,4126,5,22,3,1,2,1,1,7,7,2,66
"592",55,3635,5,28,1,1,3,5,1,2,1,2,275
"1593",191,4112,3,20,3,2,2,3,1,2,7,2,8
"1545",15,4054,3,30,3,2,3,1,2,2,2,2,168
"107",49,83,3,28,3,1,2,1,3,4,4,2,9
"186",21,104,3,28,2,1,3,5,1,7,7,1,143
"1333",50,3997,4,26,3,1,1,2,1,1,4,3,102
"1662",193,2509,5,22,4,1,3,1,2,7,7,2,66
"1551",31,3737,4,30,4,2,3,5,1,1,5,1,154
"1753",33,31,2,26,2,1,4,5,1,7,7,1,86
"2111",61,2770,2,28,3,3,1,1,2,7,7,1,83
"1014",55,3735,4,28,2,3,4,5,1,2,4,2,275
"1123",50,3897,5,26,3,2,1,5,1,4,4,2,102
"2255",125,4363,5,23,4,1,2,1,3,2,2,1,65
"1583",75,4116,2,63,3,2,3,5,1,7,7,1,64
"1642",55,4130,4,28,4,2,3,5,1,2,4,2,275
"1756",48,3899,5,28,3,1,4,1,3,7,7,1,60
"2141",193,3504,3,22,3,2,3,3,2,4,4,2,66
"386",35,3517,2,30,3,2,3,5,1,7,6,2,95
"2014",253,4130,5,19,3,2,3,3,2,2,4,1,26
"1251",25,2717,4,27,1,2,1,2,1,2,4,1,94
"1343",26,4001,2,28,2,2,2,1,2,7,7,2,101
"1067",55,3870,5,28,2,1,4,5,2,1,6,2,275
"2215",75,2251,5,63,3,2,1,5,1,1,7,1,64
"723",61,3545,4,28,4,2,4,4,2,2,2,1,83
"645",26,55,3,28,3,2,3,1,2,2,2,2,101
"507",31,3589,3,30,2,2,3,2,1,2,2,1,154
"2118",15,2628,4,30,3,2,3,3,2,4,4,2,168
"1480",61,35,4,28,3,1,2,1,5,1,2,1,83
"250",35,42,3,30,4,1,3,5,1,7,2,3,95
"928",24,3509,3,26,2,2,4,5,1,7,7,2,25
"1417",33,4038,3,26,3,1,2,1,2,1,4,1,86
"477",33,3567,5,26,2,1,3,2,1,2,4,1,86
"37",35,30,4,30,3,2,3,2,1,1,3,2,95
"2128",31,44,4,30,3,2,1,1,1,2,4,1,154
"747",43,3716,5,25,3,1,4,5,1,1,1,1,28
"1253",25,3849,4,27,2,2,1,1,1,2,2,1,94
"228",61,163,2,28,3,1,2,1,1,7,2,1,83
"47",39,2,3,30,4,1,3,5,1,2,2,1,5
"365",25,254,1,27,3,3,3,1,1,7,7,1,94
"1744",228,4173,5,27,4,1,4,1,1,2,2,1,1
"43",27,33,3,25,2,2,2,2,2,7,7,2,34
"794",15,2491,4,30,3,3,4,1,2,2,2,2,168
"1508",48,4084,5,28,3,3,3,1,3,7,1,3,60
"291",72,201,5,34,3,1,3,5,2,2,7,2,2
"688",54,2141,5,27,3,1,4,1,1,4,4,1,32
"1052",141,109,5,23,4,1,1,2,1,2,2,1,6
"750",21,3696,5,28,3,1,4,5,2,7,4,2,143
"1541",33,4099,3,26,3,3,3,1,6,7,7,1,86
"300",75,183,5,63,1,2,3,5,1,1,4,1,64
"902",35,3750,5,30,3,3,4,1,1,2,3,1,95
"244",62,47,5,28,3,1,2,1,2,4,4,1,1
"1685",48,3627,5,28,3,2,4,5,3,7,7,2,60
"1942",127,4228,4,31,4,1,4,1,1,7,7,2,31
"694",55,3691,3,28,2,3,4,5,2,7,4,2,275
"215",21,142,3,28,3,2,3,5,1,7,5,2,143
"2285",31,4378,5,30,2,1,2,2,1,2,4,1,154
"349",35,242,4,30,3,3,3,5,1,7,7,2,95
"200",48,144,4,28,4,3,3,5,3,7,4,1,60
"628",24,3657,3,26,3,1,4,5,1,1,1,3,25
"1617",193,4122,5,22,3,2,3,1,1,7,7,2,66
"1691",193,4151,4,22,3,2,3,1,1,7,7,2,66
"1855",202,4219,4,28,2,3,4,5,1,2,7,3,26
"1511",15,4085,4,30,2,1,3,1,1,2,2,1,168
"154",25,121,2,27,2,2,3,1,1,6,3,2,94
"1087",15,3875,3,30,3,2,4,1,2,7,7,1,168
"32",23,32,3,33,3,2,2,1,1,5,7,2,7
