"","X","clicks_yn","AdvertiserId","UserId"
"1810489",1810489,1,1,203
"1806590",1806590,1,2,204
"1824418",1824418,1,1,205
"1799106",1799106,1,3,206
"1814060",1814060,1,2,207
"1826725",1826725,1,2,208
"1811499",1811499,1,2,209
"1806170",1806170,1,1,210
"1816601",1816601,1,2,211
"1798243",1798243,1,1,212
"1801073",1801073,1,3,213
"1800117",1800117,1,4,214
"1798505",1798505,1,3,215
"1805780",1805780,1,2,216
"1814490",1814490,1,4,217
"1819302",1819302,1,2,218
"1808294",1808294,1,1,219
"1818010",1818010,1,3,220
"1825574",1825574,1,2,221
"1805933",1805933,1,4,217
"1818759",1818759,1,2,222
"1815755",1815755,1,2,223
"1815172",1815172,1,3,224
"1829875",1829875,1,2,225
"1822475",1822475,1,3,226
"1815190",1815190,1,3,227
"1817826",1817826,1,2,228
"1825386",1825386,1,1,229
"1818441",1818441,1,2,230
"1823689",1823689,1,2,231
"1823160",1823160,1,3,232
"1815134",1815134,1,3,233
"1805967",1805967,1,1,234
"1797249",1797249,1,2,235
"1808492",1808492,1,2,236
"1823317",1823317,1,2,237
"1824225",1824225,1,3,238
"1804877",1804877,1,2,239
"1825057",1825057,1,2,240
"1824506",1824506,1,2,241
"1810557",1810557,1,1,242
"1813130",1813130,1,2,243
"1828450",1828450,1,3,244
"1800023",1800023,1,1,245
"1824245",1824245,1,2,246
"1805588",1805588,1,2,247
"1819855",1819855,1,2,248
"1802441",1802441,1,3,249
"1828146",1828146,1,3,250
"1798309",1798309,1,3,251
"1805736",1805736,1,3,252
"1829027",1829027,1,2,253
"1796815",1796815,1,3,254
"1800140",1800140,1,3,255
"1826808",1826808,1,2,256
"1796389",1796389,1,1,257
"1820746",1820746,1,2,258
"1804713",1804713,1,2,259
"1829413",1829413,1,2,260
"1823120",1823120,1,2,261
"1825540",1825540,1,2,262
"1823919",1823919,1,3,263
"1825200",1825200,1,3,264
"1812223",1812223,1,2,265
"1809233",1809233,1,2,266
"1816162",1816162,1,2,16
"1810167",1810167,1,1,267
"1796635",1796635,1,2,268
"1820961",1820961,1,2,269
"1813783",1813783,1,2,270
"1819702",1819702,1,2,271
"1822335",1822335,1,2,272
"1806308",1806308,1,1,273
"1830038",1830038,1,2,274
"1822364",1822364,1,1,275
"1825990",1825990,1,2,276
"1806300",1806300,1,2,277
"1827688",1827688,1,2,278
"1801498",1801498,1,2,279
"1800264",1800264,1,5,280
"1828343",1828343,1,1,281
"1798727",1798727,1,3,282
"1797541",1797541,1,3,283
"1805134",1805134,1,2,284
"1826912",1826912,1,2,285
"1819974",1819974,1,2,286
"1823872",1823872,1,2,287
"1822033",1822033,1,2,288
"1806349",1806349,1,5,289
"1824655",1824655,1,3,290
"1815326",1815326,1,2,291
"1800797",1800797,1,5,292
"1818758",1818758,1,2,293
"1813735",1813735,1,1,294
"1820723",1820723,1,2,295
"1821140",1821140,1,2,296
"1798217",1798217,1,2,297
"1817517",1817517,1,2,298
"1803309",1803309,1,4,299
"1802195",1802195,1,2,300
"1827563",1827563,1,2,301
"1805305",1805305,1,3,302
"1823601",1823601,1,2,303
"1803709",1803709,1,5,304
"1820882",1820882,1,2,305
"1829422",1829422,1,2,306
"1828303",1828303,1,3,307
"1822780",1822780,1,1,308
"1825945",1825945,1,2,309
"1808056",1808056,1,3,310
"1817846",1817846,1,3,311
"1796894",1796894,1,3,312
"1804463",1804463,1,3,313
"1814319",1814319,1,2,314
"1809685",1809685,1,2,315
"1820690",1820690,1,2,316
"1821978",1821978,1,4,317
"1808671",1808671,1,3,318
"1829844",1829844,1,2,319
"1816632",1816632,1,1,320
"1818016",1818016,1,3,321
"1811441",1811441,1,2,322
"1826514",1826514,1,2,323
"1824593",1824593,1,2,324
"1811292",1811292,1,1,325
"1827482",1827482,1,5,326
"1809395",1809395,1,2,327
"1824523",1824523,1,2,328
"1799685",1799685,1,3,329
"1824068",1824068,1,4,330
"1804460",1804460,1,3,331
"1823772",1823772,1,2,332
"1819583",1819583,1,2,333
"1807713",1807713,1,3,334
"1803628",1803628,1,2,335
"1797936",1797936,1,2,336
"1820385",1820385,1,3,337
"1825733",1825733,1,2,338
"1812388",1812388,1,3,339
"1814396",1814396,1,1,340
"1801691",1801691,1,3,341
"1802866",1802866,1,3,342
"1799774",1799774,1,3,343
"1808974",1808974,1,1,344
"1819111",1819111,1,2,345
"1821676",1821676,1,2,346
"1797099",1797099,1,4,347
"1813069",1813069,1,1,348
"1805401",1805401,1,3,349
"1825434",1825434,1,2,350
"1826362",1826362,1,1,351
"1817780",1817780,1,2,352
"1806207",1806207,1,2,353
"1807445",1807445,1,2,354
"1801914",1801914,1,3,355
"1820998",1820998,1,3,356
"1805761",1805761,1,3,357
"1806963",1806963,1,3,358
"1803217",1803217,1,5,359
"1826063",1826063,1,2,360
"1810496",1810496,1,2,361
"1825600",1825600,1,3,362
"1818881",1818881,1,4,10
"1800200",1800200,1,2,363
"1810290",1810290,1,2,364
"1818232",1818232,1,3,365
"1822227",1822227,1,3,366
"1799146",1799146,1,2,367
"1828433",1828433,1,3,368
"1826309",1826309,1,1,369
"1804149",1804149,1,2,370
"1807433",1807433,1,3,371
"1810962",1810962,1,4,372
"1826460",1826460,1,1,373
"1816405",1816405,1,2,374
"1819621",1819621,1,3,375
"1804404",1804404,1,3,376
"1829905",1829905,1,4,377
"1803669",1803669,1,2,378
"1800562",1800562,1,3,379
"1811466",1811466,1,4,380
"1813015",1813015,1,2,381
"1815618",1815618,1,2,382
"1801831",1801831,1,3,383
"1813441",1813441,1,1,384
"1811874",1811874,1,2,385
"1820511",1820511,1,2,386
"1802929",1802929,1,3,387
"1810658",1810658,1,2,388
"1821516",1821516,1,1,389
"1800696",1800696,1,3,390
"1818645",1818645,1,2,391
"1826407",1826407,1,2,392
"1808551",1808551,1,1,393
"1805877",1805877,1,2,394
"1812214",1812214,1,2,395
"1811915",1811915,1,3,396
"1812510",1812510,1,3,397
"1824371",1824371,1,2,398
"1823232",1823232,1,1,399
"1826677",1826677,1,3,400
"1824271",1824271,1,2,401
"1829681",1829681,1,2,402
"1830173",1830173,1,2,403
"1802834",1802834,1,3,404
"1809008",1809008,1,2,405
"1818872",1818872,1,2,406
"1804824",1804824,1,5,407
"1812339",1812339,1,2,408
"1799202",1799202,1,2,409
"1829400",1829400,1,2,410
"1811156",1811156,1,1,411
"1825786",1825786,1,2,412
"1824215",1824215,1,1,413
"1804490",1804490,1,3,414
"1815477",1815477,1,1,415
"1818674",1818674,1,3,416
"1812866",1812866,1,1,417
"1807524",1807524,1,3,418
"1817417",1817417,1,3,419
"1807711",1807711,1,3,420
"1806057",1806057,1,2,421
"1818481",1818481,1,1,422
"1812068",1812068,1,1,423
"1806724",1806724,1,2,424
"1828963",1828963,1,2,425
"1819985",1819985,1,2,426
"1808410",1808410,1,2,427
"1803908",1803908,1,1,428
"1820820",1820820,1,2,429
"1803666",1803666,1,2,430
"1818714",1818714,1,2,431
"1801184",1801184,1,3,432
"1820722",1820722,1,2,433
"1801449",1801449,1,3,434
"1814378",1814378,1,1,435
"1808411",1808411,1,2,436
"1801516",1801516,1,2,437
"1825807",1825807,1,3,438
"1821876",1821876,1,4,439
"1817002",1817002,1,2,440
"1814849",1814849,1,1,441
"1817248",1817248,1,3,442
"1810787",1810787,1,2,443
"1811320",1811320,1,3,444
"1806974",1806974,1,3,445
"1820712",1820712,1,5,446
"1822112",1822112,1,2,447
"1810324",1810324,1,2,448
"1799900",1799900,1,2,449
"1827090",1827090,1,3,450
"1801203",1801203,1,4,451
"1815857",1815857,1,2,452
"1821331",1821331,1,2,453
"1817507",1817507,1,4,454
"1827237",1827237,1,2,455
"1809296",1809296,1,4,456
"1805920",1805920,1,3,457
"1802444",1802444,1,3,458
"1806609",1806609,1,2,459
"1820339",1820339,1,1,460
"1813872",1813872,1,2,461
"1801220",1801220,1,3,462
"1826959",1826959,1,2,463
"1816710",1816710,1,2,464
"1829583",1829583,1,2,465
"1827212",1827212,1,2,466
"1819660",1819660,1,1,467
"1826337",1826337,1,2,468
"1805073",1805073,1,2,469
"1810219",1810219,1,4,470
"1829796",1829796,1,5,471
"1802876",1802876,1,3,472
"1801145",1801145,1,3,473
"1797512",1797512,1,1,474
"1797336",1797336,1,2,475
"1804112",1804112,1,1,476
"1804744",1804744,1,2,477
"1810563",1810563,1,1,478
"1830042",1830042,1,2,479
"1816637",1816637,1,2,480
"1800427",1800427,1,1,481
"1803976",1803976,1,2,482
"1818370",1818370,1,1,483
"1798365",1798365,1,4,484
"1825108",1825108,1,3,485
"5745643",5745643,2,3,486
"6620237",6620237,2,1,487
"7025061",7025061,2,2,488
"3467434",3467434,2,4,489
"3260713",3260713,2,3,490
"671249",671249,2,2,491
"397095",397095,2,3,492
"5173332",5173332,2,3,493
"5554508",5554508,2,4,494
"1581208",1581208,2,3,495
"2811156",2811156,2,1,496
"619278",619278,2,1,497
"59623",59623,2,3,498
"2350195",2350195,2,3,499
"6583005",6583005,2,5,500
"6518613",6518613,2,5,501
"4178037",4178037,2,3,502
"2777598",2777598,2,3,503
"1040131",1040131,2,2,504
"7440021",7440021,2,1,505
"6790697",6790697,2,2,506
"4695541",4695541,2,2,507
"6412474",6412474,2,3,508
"2516506",2516506,2,3,509
"5534544",5534544,2,2,510
"3040146",3040146,2,3,511
"1640711",1640711,2,5,512
"682263",682263,2,3,513
"6457606",6457606,2,2,514
"1098850",1098850,2,2,515
"2121198",2121198,2,3,516
"5134378",5134378,2,3,517
"2780004",2780004,2,3,518
"7430534",7430534,2,4,519
"5029676",5029676,2,3,520
"5413092",5413092,2,3,521
"3880948",3880948,2,3,522
"7157404",7157404,2,3,523
"6028338",6028338,2,3,524
"610607",610607,2,1,525
"4520106",4520106,2,2,526
"4788598",4788598,2,3,527
"1330667",1330667,2,4,528
"3008220",3008220,2,3,529
"3857311",3857311,2,3,530
"5691380",5691380,2,3,531
"4428344",4428344,2,3,532
"7358836",7358836,2,1,533
"1429771",1429771,2,1,534
"9782",9782,2,2,535
"4543790",4543790,2,1,536
"7519769",7519769,2,3,537
"4410354",4410354,2,3,538
"3142816",3142816,2,3,539
"3251887",3251887,2,3,540
"1032776",1032776,2,5,541
"1071617",1071617,2,3,542
"6095087",6095087,2,3,543
"1190790",1190790,2,2,544
"5753043",5753043,2,5,545
"5155266",5155266,2,5,546
"5559175",5559175,2,1,547
"2447716",2447716,2,2,548
"7020330",7020330,2,3,549
"4984522",4984522,2,1,550
"7391101",7391101,2,3,551
"6668775",6668775,2,2,552
"4503731",4503731,2,1,553
"1572688",1572688,2,1,554
"5192378",5192378,2,3,555
"7389009",7389009,2,1,556
"2815188",2815188,2,1,557
"3176883",3176883,2,3,558
"54144",54144,2,3,559
"4645055",4645055,2,2,560
"629482",629482,2,2,561
"6757864",6757864,2,1,562
"7280408",7280408,2,5,563
"1960744",1960744,2,3,564
"7598432",7598432,2,5,565
"202544",202544,2,2,566
"4034269",4034269,2,1,567
"5961139",5961139,2,3,568
"5384443",5384443,2,2,569
"3578604",3578604,2,3,570
"6539373",6539373,2,2,571
"3270959",3270959,2,3,572
"6227607",6227607,2,5,573
"2932581",2932581,2,3,574
"7783206",7783206,2,1,575
"182842",182842,2,1,576
"4937647",4937647,2,3,577
"7766605",7766605,2,2,578
"1333159",1333159,2,3,579
"2910235",2910235,2,2,580
"2389087",2389087,2,3,581
"1272837",1272837,2,3,582
"4523074",4523074,2,3,583
"239616",239616,2,3,584
"6948823",6948823,2,3,585
"6668234",6668234,2,2,586
"2610464",2610464,2,3,587
"7359053",7359053,2,4,588
"1216146",1216146,2,1,589
"6630206",6630206,2,1,590
"3635870",3635870,2,2,591
"2924139",2924139,2,2,592
"6467676",6467676,2,1,593
"2538485",2538485,2,2,594
"6059434",6059434,2,3,595
"5694414",5694414,2,5,596
"6660290",6660290,2,3,597
"2326266",2326266,2,3,598
"5301531",5301531,2,4,599
"3170624",3170624,2,3,600
"6632201",6632201,2,1,601
"2057940",2057940,2,3,602
"6565517",6565517,2,2,603
"3631018",3631018,2,3,604
"5477072",5477072,2,2,605
"6949521",6949521,2,3,606
"7467550",7467550,2,3,607
"2661928",2661928,2,2,608
"7328197",7328197,2,2,609
"1928168",1928168,2,3,610
"3548525",3548525,2,3,611
"1059106",1059106,2,5,612
"2674499",2674499,2,1,613
"2678257",2678257,2,3,614
"1429597",1429597,2,2,615
"1402201",1402201,2,3,616
"7281747",7281747,2,2,617
"6161697",6161697,2,5,618
"1667492",1667492,2,3,619
"4056334",4056334,2,1,620
"7431424",7431424,2,1,621
"3384895",3384895,2,3,622
"542877",542877,2,3,623
"2281464",2281464,2,3,624
"7498785",7498785,2,3,625
"5913412",5913412,2,3,626
"282750",282750,2,3,627
"5905024",5905024,2,1,628
"6410836",6410836,2,2,629
"7668066",7668066,2,1,630
"2417538",2417538,2,3,631
"4245619",4245619,2,3,632
"6714892",6714892,2,3,633
"1869856",1869856,2,2,634
"434785",434785,2,3,635
"3165555",3165555,2,3,636
"5413467",5413467,2,3,637
"1560200",1560200,2,3,638
"710936",710936,2,1,639
"4826789",4826789,2,5,640
"5299006",5299006,2,1,641
"1442549",1442549,2,4,642
"7760273",7760273,2,4,643
"4956292",4956292,2,4,644
"5649833",5649833,2,3,645
"6797351",6797351,2,1,646
"3019710",3019710,2,3,647
"4016615",4016615,2,2,648
"4520404",4520404,2,4,649
"3500096",3500096,2,3,650
"4481703",4481703,2,1,651
"4429202",4429202,2,3,652
"6722651",6722651,2,2,653
"1958715",1958715,2,3,654
"1327402",1327402,2,3,655
"3962524",3962524,2,3,656
"7801390",7801390,2,1,657
"3857857",3857857,2,1,658
"1356565",1356565,2,4,659
"4923529",4923529,2,3,660
"578407",578407,2,5,661
"3876774",3876774,2,1,662
"4893112",4893112,2,2,663
"5967060",5967060,2,3,664
"4275324",4275324,2,4,665
"7486385",7486385,2,3,666
"783580",783580,2,1,667
"5327996",5327996,2,3,668
"6551543",6551543,2,1,669
"3288174",3288174,2,3,670
"3251558",3251558,2,3,671
"7250884",7250884,2,1,672
"969214",969214,2,1,673
"6318236",6318236,2,2,674
"7654282",7654282,2,1,675
"3618367",3618367,2,3,676
"1121459",1121459,2,4,677
"7730793",7730793,2,2,678
"6838211",6838211,2,5,679
"7631995",7631995,2,3,680
"7062005",7062005,2,5,681
"4623885",4623885,2,3,682
"411262",411262,2,3,683
"7714829",7714829,2,3,684
"2722113",2722113,2,1,685
"3968473",3968473,2,3,686
"5660580",5660580,2,3,687
"1598535",1598535,2,2,688
"6192330",6192330,2,3,689
"925677",925677,2,1,690
"5197489",5197489,2,3,691
"6135659",6135659,2,1,692
"5871360",5871360,2,4,693
"4256650",4256650,2,3,694
"1648096",1648096,2,3,695
"2020953",2020953,2,3,696
"6714105",6714105,2,3,697
"1029688",1029688,2,3,698
"7483964",7483964,2,3,699
"4024014",4024014,2,5,700
"3342483",3342483,2,3,701
"7637239",7637239,2,3,702
"888054",888054,2,4,703
"987399",987399,2,2,704
"5574941",5574941,2,2,705
"5902071",5902071,2,3,706
"176118",176118,2,5,707
"2508408",2508408,2,3,708
"2019871",2019871,2,3,709
"4734848",4734848,2,3,710
"5919118",5919118,2,3,711
"1607304",1607304,2,3,712
"1968187",1968187,2,3,713
"2572889",2572889,2,2,714
"5110783",5110783,2,1,715
"4108337",4108337,2,3,716
"2772094",2772094,2,4,717
"6374150",6374150,2,5,718
"6558610",6558610,2,1,719
"2658730",2658730,2,3,720
"6749349",6749349,2,2,721
"2192989",2192989,2,3,722
"1241328",1241328,2,2,723
"3723038",3723038,2,3,724
"654314",654314,2,2,725
"3879532",3879532,2,2,726
"685480",685480,2,3,727
"5165708",5165708,2,3,728
"719475",719475,2,3,729
"6043058",6043058,2,3,730
"5168798",5168798,2,3,731
"4125288",4125288,2,3,732
"5251415",5251415,2,3,733
"6640199",6640199,2,1,734
"3907614",3907614,2,3,735
"6813777",6813777,2,2,736
"4297795",4297795,2,4,737
"4280199",4280199,2,3,738
"5079276",5079276,2,2,739
"7118897",7118897,2,3,740
"5784831",5784831,2,5,741
"3610950",3610950,2,3,742
"1601517",1601517,2,3,743
"47130",47130,2,3,744
"6086125",6086125,2,3,745
"4500478",4500478,2,1,746
"820114",820114,2,1,747
"5922195",5922195,2,2,748
"7194384",7194384,2,2,749
"4302170",4302170,2,2,750
"4007210",4007210,2,3,751
"6813572",6813572,2,2,752
"5781038",5781038,2,2,753
"2563824",2563824,2,2,754
"1431680",1431680,2,1,755
"7311439",7311439,2,3,756
"6722449",6722449,2,1,757
"2555392",2555392,2,5,758
"4125408",4125408,2,3,759
"1949964",1949964,2,3,760
"5192821",5192821,2,3,761
"7134359",7134359,2,2,762
"6720401",6720401,2,5,763
"4938998",4938998,2,1,764
"6809870",6809870,2,2,765
"7416041",7416041,2,1,766
"7139204",7139204,2,1,767
"5862082",5862082,2,3,768
"6451846",6451846,2,5,769
"6455301",6455301,2,2,770
"7461552",7461552,2,3,771
"515453",515453,2,5,772
"3406206",3406206,2,3,773
"7628853",7628853,2,1,774
"4333632",4333632,2,3,775
"2798272",2798272,2,3,776
"3598061",3598061,2,3,777
"947053",947053,2,5,778
"3674149",3674149,2,3,779
"4506647",4506647,2,4,780
"7470457",7470457,2,3,781
"6957498",6957498,2,3,782
"998546",998546,2,1,783
"1391142",1391142,2,1,784
"3769601",3769601,2,3,785
"4144574",4144574,2,2,786
"4778721",4778721,2,3,787
"572973",572973,2,2,788
"3491632",3491632,2,3,789
"418760",418760,2,3,790
"1471962",1471962,2,5,791
"7097977",7097977,2,2,792
"7636222",7636222,2,1,793
"4305645",4305645,2,2,794
"7756973",7756973,2,2,795
"6500469",6500469,2,2,796
"4802643",4802643,2,1,797
"1124424",1124424,2,1,798
"5481731",5481731,2,2,799
"3569542",3569542,2,3,800
"2295105",2295105,2,2,801
"4555515",4555515,2,4,802
"2607045",2607045,2,3,803
"3076065",3076065,2,3,804
"2392368",2392368,2,3,805
"2652238",2652238,2,2,806
"251383",251383,2,3,807
"2813761",2813761,2,3,808
"4422574",4422574,2,2,809
"1484395",1484395,2,5,810
"5480099",5480099,2,2,811
"5227153",5227153,2,3,812
"3356468",3356468,2,3,813
"786431",786431,2,5,814
"2391838",2391838,2,3,815
"5418406",5418406,2,1,816
"18645",18645,2,2,817
"1405397",1405397,2,1,818
"6308931",6308931,2,1,819
"5661539",5661539,2,3,820
"6865032",6865032,2,5,821
"7228249",7228249,2,1,822
"7355553",7355553,2,2,823
"295082",295082,2,3,824
"6551474",6551474,2,5,825
"1856330",1856330,2,3,826
"1555038",1555038,2,3,827
"6967529",6967529,2,3,828
"7181673",7181673,2,4,829
"4338442",4338442,2,1,830
"327856",327856,2,2,831
"7333628",7333628,2,5,832
"6694058",6694058,2,3,833
"1042035",1042035,2,2,834
"3031753",3031753,2,3,835
"2991177",2991177,2,3,836
"4800655",4800655,2,5,837
"6233513",6233513,2,1,838
"7583541",7583541,2,1,839
"264556",264556,2,3,840
"4093186",4093186,2,2,841
"481091",481091,2,3,842
"6037232",6037232,2,3,843
"1549233",1549233,2,2,844
"689873",689873,2,2,845
"7274628",7274628,2,5,846
"1710762",1710762,2,1,847
"450025",450025,2,3,848
"5725893",5725893,2,5,849
"6180344",6180344,2,1,850
"6221168",6221168,2,3,851
"4276691",4276691,2,3,852
"4273423",4273423,2,1,853
"2320302",2320302,2,1,854
"609936",609936,2,3,855
"2443888",2443888,2,5,856
"2188430",2188430,2,3,857
"6432538",6432538,2,2,858
"2281693",2281693,2,3,859
"1254203",1254203,2,5,860
"7460605",7460605,2,3,861
"4009193",4009193,2,4,862
"1655816",1655816,2,3,863
"6957049",6957049,2,3,864
"4308493",4308493,2,4,865
"6777547",6777547,2,2,866
"3813291",3813291,2,3,867
"5384715",5384715,2,3,868
"5505071",5505071,2,1,869
"4915308",4915308,2,3,870
"5452862",5452862,2,5,871
"2389083",2389083,2,3,872
"1687337",1687337,2,5,873
"5011124",5011124,2,3,874
"637545",637545,2,1,875
"3295356",3295356,2,3,876
"1475196",1475196,2,5,877
"3275862",3275862,2,2,878
"3226121",3226121,2,2,879
"1938763",1938763,2,3,880
"4356070",4356070,2,3,881
"3339755",3339755,2,3,882
"270288",270288,2,1,883
"7143892",7143892,2,2,884
"3636509",3636509,2,3,885
"6712215",6712215,2,3,886
"2533944",2533944,2,4,887
"4496849",4496849,2,2,888
"1885852",1885852,2,3,889
"692712",692712,2,4,890
"4521491",4521491,2,2,891
"6547040",6547040,2,3,892
"3130311",3130311,2,3,893
"586810",586810,2,1,894
"888247",888247,2,5,895
"6919546",6919546,2,3,896
"6227794",6227794,2,2,897
"972465",972465,2,2,898
"2191926",2191926,2,3,899
"1199616",1199616,2,3,900
"778345",778345,2,4,901
"3144972",3144972,2,3,902
"5564994",5564994,2,1,903
"277708",277708,2,3,904
"4839038",4839038,2,3,905
"7438639",7438639,2,5,906
"6627093",6627093,2,5,907
"4187975",4187975,2,2,908
"859144",859144,2,3,909
"1125017",1125017,2,3,910
"7311656",7311656,2,1,911
"751364",751364,2,5,912
"820915",820915,2,3,913
"4234688",4234688,2,1,914
"7634023",7634023,2,1,915
"1699601",1699601,2,3,916
"5411836",5411836,2,3,917
"1131213",1131213,2,1,918
"7192545",7192545,2,3,919
"2933661",2933661,2,3,920
"7457196",7457196,2,5,921
"375293",375293,2,3,922
"5710462",5710462,2,2,923
"516249",516249,2,3,924
"5123407",5123407,2,3,925
"3755538",3755538,2,3,926
"4688241",4688241,2,2,927
"245154",245154,2,3,928
"6731233",6731233,2,2,929
"325681",325681,2,3,930
"2633007",2633007,2,1,931
"3678275",3678275,2,2,932
"2695008",2695008,2,3,933
"4678188",4678188,2,1,934
"129488",129488,2,3,935
